Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE38,OUT035,2758.01934
FDD09,OUT035,2921.730457
FDR40,OUT045,1328.054703
FDX07,OUT017,2873.090923
FDR07,OUT035,1813.26537
FDA51,OUT017,2001.551416
FDF20,OUT017,3040.73813
FDR13,OUT045,1695.083454
FDY26,OUT049,3717.321138
FDW04,OUT017,1994.197633
FDK52,OUT017,4221.822097
FDN60,OUT049,2825.067526
FDP46,OUT049,1555.432744
NCQ29,OUT049,3679.879354
FDX33,OUT018,2406.098725
FDP07,OUT010,477.1016437
FDN22,OUT046,3550.608712
FDF39,OUT049,3482.203962
FDS21,OUT017,867.4731288
NCM42,OUT013,1407.717166
FDH35,OUT018,1869.853293
FDP60,OUT018,1410.720449
FDE38,OUT049,2596.193356
FDI04,OUT049,3328.917065
NCH54,OUT045,2756.805232
FDT56,OUT049,1023.922757
DRD15,OUT018,2738.904786
FDV58,OUT013,3120.552962
FDP21,OUT049,3232.492701
FDH05,OUT013,3264.881359
NCP06,OUT045,2198.215728
FDF33,OUT049,1582.808068
DRK37,OUT013,3212.948325
DRH49,OUT045,1277.001719
FDT58,OUT013,2602.135284
FDD41,OUT018,1532.502642
FDP40,OUT018,1745.679578
FDO45,OUT010,220.1942909
FDW33,OUT010,246.5956914
FDY24,OUT045,950.1251704
FDB10,OUT010,525.7546182
FDM40,OUT035,2262.461204
NCI06,OUT017,3170.672421
FDX27,OUT017,1484.760802
DRM37,OUT045,3282.514505
FDA38,OUT045,3369.48138
FDR36,OUT046,827.7071693
FDZ45,OUT046,3043.380022
FDG05,OUT017,2552.174947
FDK28,OUT013,4240.572188
FDV47,OUT045,1440.617723
FDN21,OUT045,2421.560502
FDI35,OUT045,3068.928989
DRY23,OUT013,858.4581243
FDA56,OUT017,2081.623479
FDB09,OUT013,1687.79784
FDQ49,OUT018,2326.496312
FDZ09,OUT018,2781.265412
FDY03,OUT049,1872.38264
NCG42,OUT017,2076.636797
FDQ32,OUT013,1891.953406
FDW16,OUT035,1444.114981
FDU27,OUT046,982.203728
FDR28,OUT010,352.7745333
FDQ49,OUT010,364.7236379
FDS37,OUT046,1968.313733
FDW26,OUT018,3118.223295
FDX12,OUT018,2803.308188
NCP06,OUT013,2421.494056
FDW45,OUT010,301.2201447
NCN30,OUT049,1548.603755
FDN24,OUT049,854.8043477
FDD09,OUT010,412.1753271
FDS33,OUT010,211.3097594
FDU22,OUT045,1775.837618
FDI53,OUT013,2420.116248
DRH01,OUT049,2853.118606
FDX32,OUT013,2431.449793
NCP30,OUT018,635.3775761
FDB60,OUT045,2855.818683
FDB14,OUT049,1424.424186
NCP02,OUT035,810.2819519
FDJ10,OUT017,2082.199367
FDG34,OUT046,1737.84862
NCB18,OUT017,1576.740685
FDM16,OUT049,1131.006193
FDW25,OUT018,1337.07334
FDB35,OUT010,196.4309584
DRN11,OUT013,2137.442626
FDH16,OUT045,1440.463722
NCQ50,OUT018,3094.462863
DRH23,OUT018,822.8130668
DRJ37,OUT013,2164.270034
FDY16,OUT035,2941.214742
FDQ27,OUT045,1772.193034
FDZ33,OUT045,2455.734056
FDF29,OUT045,2137.868615
FDA08,OUT049,2703.361202
FDG31,OUT046,1061.021715
FDV33,OUT035,3965.001155
DRZ24,OUT018,1275.054086
NCL54,OUT035,2875.967197
FDR12,OUT049,2950.804874
NCC54,OUT046,3588.396021
DRN59,OUT013,838.7951584
FDW60,OUT049,2937.867044
FDX08,OUT017,2944.321407
DRD49,OUT013,3597.530244
FDD33,OUT046,3294.434596
FDW35,OUT013,727.1605352
FDJ36,OUT017,1720.637922
FDV51,OUT035,3305.924945
FDW36,OUT046,1765.759862
FDH35,OUT046,2482.841773
FDN49,OUT017,642.3176359
FDL08,OUT018,2845.805687
FDI09,OUT013,3357.532942
FDP19,OUT018,1846.193764
FDU21,OUT010,119.5107268
NCP41,OUT045,1577.979154
FDY10,OUT013,1976.570659
FDP12,OUT018,524.2850251
NCN26,OUT049,2085.749673
FDK44,OUT013,3172.76245
FDC28,OUT049,1544.949091
NCT29,OUT035,1888.408418
FDU60,OUT018,2260.09201
FDS02,OUT045,2976.6513
FDC51,OUT046,2135.229901
FDU03,OUT013,3408.61538
FDX39,OUT045,3677.737514
NCY05,OUT010,155.6491303
FDD32,OUT035,1442.152523
NCN41,OUT045,1550.923972
NCX53,OUT049,2549.400741
FDQ23,OUT046,1769.961672
FDQ52,OUT045,4562.369826
FDC14,OUT045,661.7164256
FDY09,OUT035,3470.592307
FDQ28,OUT045,2697.159602
FDV25,OUT046,3892.718701
FDJ07,OUT035,1888.21217
DRB25,OUT049,1703.049521
FDB28,OUT046,3041.194239
FDT36,OUT035,706.4834718
FDV25,OUT017,3645.376457
FDC57,OUT017,3374.946035
FDQ03,OUT018,3268.355708
FDU23,OUT017,2929.112602
NCX41,OUT035,3544.197923
NCD06,OUT035,868.2571199
FDW08,OUT045,1617.49207
NCU29,OUT017,2416.319926
NCE06,OUT013,2575.113247
FDV52,OUT010,226.1616117
FDB02,OUT017,2625.485847
NCR18,OUT045,663.3729611
FDK16,OUT049,1428.08995
NCQ29,OUT010,581.9790625
FDW27,OUT035,2393.333014
FDD17,OUT018,3473.590456
FDW39,OUT013,2612.811468
DRH59,OUT045,1091.90307
FDS52,OUT013,1369.253663
NCF54,OUT013,2574.84388
FDH46,OUT045,1534.703838
NCP14,OUT049,1650.921434
FDH50,OUT049,2864.641588
DRF15,OUT010,325.6638995
NCJ06,OUT049,2239.981914
FDN02,OUT018,3159.789241
FDQ51,OUT049,924.8587135
FDQ07,OUT017,4298.88847
FDS45,OUT049,1622.351755
NCJ06,OUT045,1695.275905
FDD36,OUT035,1917.230606
FDY25,OUT045,2921.723117
FDU52,OUT046,2661.426401
DRK47,OUT017,3608.76146
NCL30,OUT017,1875.141165
FDN22,OUT035,3736.134968
FDK03,OUT035,4587.224975
FDT45,OUT017,820.2353097
FDP08,OUT018,2933.104617
FDU44,OUT046,2644.305335
DRG39,OUT035,799.2533784
FDU32,OUT049,1927.214873
FDY27,OUT049,2625.994306
NCP54,OUT013,1804.468976
NCZ41,OUT049,2042.401176
DRL49,OUT013,2198.109111
FDI05,OUT018,1205.890678
FDY56,OUT045,4337.33704
DRC13,OUT013,1839.852534
NCV29,OUT017,2929.414139
FDR24,OUT049,1372.824175
FDZ34,OUT018,2564.798902
FDP37,OUT035,1847.301537
FDS57,OUT045,2103.854263
NCG18,OUT049,1620.11231
FDK25,OUT018,2554.297988
FDH53,OUT049,1472.447643
DRI59,OUT018,2908.562572
FDA52,OUT046,2601.805427
FDT20,OUT010,141.980984
FDI24,OUT017,2626.875098
FDB28,OUT018,2768.3904
FDV11,OUT017,2552.30674
FDP01,OUT046,2288.742251
FDZ44,OUT013,1715.226107
DRO59,OUT035,1439.871086
DRB48,OUT045,743.8341575
FDR21,OUT018,2130.888729
NCE42,OUT010,569.5877485
FDO23,OUT046,1453.650403
NCE30,OUT018,2795.526935
FDQ22,OUT035,678.7671832
FDY01,OUT045,1832.066178
FDS08,OUT017,2474.049647
FDG28,OUT018,3064.747492
FDQ51,OUT018,695.1256417
FDB05,OUT017,4256.882358
FDO56,OUT049,2134.80351
FDE02,OUT018,1182.228205
FDN45,OUT017,4034.168359
FDS09,OUT013,746.8664441
NCA54,OUT018,2642.867878
FDP09,OUT010,481.7411894
FDC53,OUT045,1343.340891
NCM55,OUT017,3150.118847
FDL09,OUT018,2593.806903
FDA50,OUT045,1520.095276
FDC23,OUT017,3671.633228
FDE22,OUT049,2619.658962
FDD23,OUT046,3456.879081
NCA29,OUT049,3016.252836
FDK38,OUT046,2373.90387
DRC13,OUT046,1938.860163
NCP43,OUT049,2789.154516
FDX28,OUT049,1448.453154
FDF08,OUT049,1422.472986
FDZ33,OUT046,2592.918457
FDD10,OUT049,2458.972953
FDO58,OUT017,2743.300117
FDI50,OUT017,3884.629356
FDO58,OUT045,2504.672574
FDX08,OUT013,2924.531139
NCK17,OUT010,131.7839003
FDF39,OUT035,4588.219983
FDU45,OUT010,266.3254914
NCJ18,OUT018,1653.546475
DRC25,OUT035,1526.865549
FDU59,OUT035,2234.633972
FDU28,OUT035,3028.852853
NCP30,OUT046,759.8759063
FDB39,OUT018,868.6811933
FDE41,OUT013,1380.138606
DRH11,OUT010,174.1880555
FDA58,OUT045,3473.928065
FDU50,OUT046,1761.125939
FDM34,OUT013,1935.857556
FDR39,OUT045,2733.065509
FDM25,OUT045,2693.389625
FDQ49,OUT049,2317.370059
DRH25,OUT018,702.2489388
NCR42,OUT018,583.7797758
DRL59,OUT046,747.6605306
FDX43,OUT013,2677.214371
DRK47,OUT010,475.8280941
FDU48,OUT018,1695.182862
FDY12,OUT045,913.0081874
NCN43,OUT018,1435.211432
NCM55,OUT018,2258.407056
FDX13,OUT035,3731.695538
FDG20,OUT049,2531.997616
DRG27,OUT017,752.2884947
FDY14,OUT018,3569.02378
FDP59,OUT035,1484.705729
FDU60,OUT017,2828.890618
DRJ39,OUT017,4185.652124
FDS07,OUT049,1845.376174
FDP51,OUT045,1689.077503
FDU16,OUT035,1396.161064
FDH12,OUT013,1881.21595
DRE48,OUT010,468.3692891
FDR21,OUT045,2585.976973
NCW29,OUT035,2484.76829
FDO11,OUT013,3881.104317
NCM31,OUT049,2421.082808
FDF58,OUT017,877.8698685
NCE43,OUT049,3022.511012
FDA02,OUT035,2646.474076
DRL37,OUT010,131.4098537
FDR24,OUT018,1408.130565
FDW59,OUT049,1287.620147
FDS22,OUT049,748.6654015
FDW24,OUT017,745.140833
FDU24,OUT035,1637.0024
FDW36,OUT018,1483.540848
FDU01,OUT018,2689.73461
FDK50,OUT049,2681.384295
FDG31,OUT045,905.8561543
FDC60,OUT045,1545.126631
FDL36,OUT013,1546.753567
FDP21,OUT013,2812.529879
FDW16,OUT045,1324.439737
FDX02,OUT017,3139.022277
FDT51,OUT046,1709.311363
FDD59,OUT049,1233.722843
NCM42,OUT018,1541.413388
FDA57,OUT018,647.9276133
FDZ48,OUT035,1859.095407
FDE46,OUT045,2178.171235
FDB56,OUT017,3229.517718
FDD20,OUT013,2172.041221
FDL25,OUT013,1560.389749
NCO18,OUT049,3104.489474
FDJ45,OUT017,602.347859
FDR12,OUT035,3006.856226
NCF19,OUT010,142.889404
FDK25,OUT046,2935.266842
NCR17,OUT046,2016.550212
FDC52,OUT046,2339.911926
NCA54,OUT017,3145.638992
FDR45,OUT010,494.7905644
NCM19,OUT049,1752.416241
FDX23,OUT049,1341.621554
FDX28,OUT013,1756.642533
NCD31,OUT013,2787.230723
FDU57,OUT018,2147.762527
FDI27,OUT046,717.384709
NCM42,OUT046,1702.051428
FDI34,OUT013,3773.722559
NCM29,OUT049,2000.673891
FDG46,OUT018,1611.198156
DRC01,OUT010,174.0303018
FDF10,OUT046,2976.777623
FDI02,OUT049,1669.549253
NCM54,OUT010,271.079235
FDF14,OUT013,2244.192878
FDJ33,OUT010,246.0761622
FDM20,OUT035,4157.335627
NCX05,OUT046,1708.982628
NCU29,OUT010,414.9979402
FDQ59,OUT017,1267.738488
FDH46,OUT010,266.0850071
FDH09,OUT013,753.7376862
NCD06,OUT045,791.4441656
FDC15,OUT035,2348.506493
FDT38,OUT017,1315.654322
FDY52,OUT035,899.4050211
FDB34,OUT013,1477.39694
DRL23,OUT018,1322.088515
DRB24,OUT046,2258.260245
FDJ50,OUT046,862.6772154
FDQ49,OUT035,2368.702051
FDP20,OUT035,1828.390314
NCR54,OUT045,2848.283551
FDO09,OUT010,506.8910682
FDS57,OUT018,2049.967312
FDN10,OUT049,2016.602403
FDV23,OUT049,1754.57189
FDY28,OUT049,3531.650515
DRG51,OUT013,2616.535243
NCM29,OUT013,2359.376488
FDE22,OUT017,2831.963178
FDQ22,OUT017,614.7815446
FDS01,OUT013,2902.316307
FDJ33,OUT046,2078.488136
NCF54,OUT035,2929.235029
FDE09,OUT013,1601.164238
NCE06,OUT045,2502.714641
DRH49,OUT049,1171.541092
FDY43,OUT045,2668.808667
NCT05,OUT017,4180.59803
FDZ34,OUT045,3488.975123
FDL38,OUT017,1525.288846
FDZ31,OUT017,3112.652867
FDR14,OUT035,908.2002376
NCN54,OUT049,1271.029076
FDK08,OUT017,1638.564959
FDP59,OUT013,1561.902804
FDV22,OUT035,2825.310282
FDD33,OUT035,3915.521654
FDK52,OUT046,3673.445947
FDA02,OUT017,2300.616684
FDM56,OUT049,1767.620315
FDE57,OUT035,2294.343848
FDM32,OUT045,1281.932263
FDU43,OUT049,3992.621836
NCO55,OUT035,1572.380608
FDG02,OUT045,2465.830351
FDJ28,OUT013,3114.357922
FDP40,OUT045,1801.279676
FDJ38,OUT045,3134.038169
NCC54,OUT017,3897.629163
NCZ41,OUT046,1800.028115
FDU52,OUT013,2367.006042
FDC40,OUT046,1244.286783
NCR30,OUT017,1203.193301
NCN18,OUT017,1890.89277
FDB50,OUT035,1551.872442
FDG04,OUT013,3062.564148
FDR26,OUT035,2383.507142
NCT17,OUT018,2539.087261
FDS12,OUT046,2198.951043
FDB38,OUT010,345.5335738
FDP12,OUT013,705.1903609
FDP22,OUT046,924.0576567
FDS26,OUT018,3455.04156
FDR52,OUT046,3123.651429
DRJ13,OUT046,2475.118899
FDE29,OUT035,1085.544394
NCT29,OUT049,1860.656412
DRK37,OUT018,2994.432142
FDK55,OUT046,1281.242098
FDR07,OUT046,1736.864817
FDK46,OUT049,3909.333433
FDB12,OUT045,1520.059544
FDJ33,OUT045,1681.339237
NCQ02,OUT045,2793.905361
FDP08,OUT010,500.1832228
FDV55,OUT013,2346.276171
FDW20,OUT049,2188.508735
FDC41,OUT018,1193.018119
FDG35,OUT013,2902.980825
FDF45,OUT035,1032.188656
FDA26,OUT017,4111.697608
FDM32,OUT049,1339.74561
FDL45,OUT046,1954.080214
FDZ55,OUT049,2615.569724
FDY37,OUT049,2079.669601
FDO46,OUT046,2567.786724
FDQ60,OUT046,1715.620274
FDA19,OUT018,1921.786125
FDL15,OUT046,2307.459352
