Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK32,OUT013,2462.407759
DRA12,OUT046,2013.016202
FDO46,OUT010,574.444389
FDE52,OUT013,1192.310539
NCH42,OUT045,3802.656576
FDV08,OUT035,644.5379358
FDB47,OUT018,2378.30577
FDC28,OUT010,222.0156087
FDD22,OUT046,1645.556528
DRI13,OUT045,3417.108019
FDG32,OUT018,3693.628848
FDU14,OUT017,3408.188444
NCP41,OUT017,1677.009324
FDS08,OUT049,2542.435594
FDX47,OUT045,2051.465868
FDQ19,OUT035,4096.66748
FDL14,OUT045,2349.704419
FDA51,OUT045,1753.423638
FDZ27,OUT018,607.687882
FDT04,OUT046,625.6287368
DRC13,OUT049,2026.238886
FDE38,OUT035,2597.787443
FDD09,OUT035,2729.22454
FDR40,OUT045,1353.346688
FDX07,OUT017,2741.055203
FDR07,OUT035,1798.271926
FDA51,OUT017,1897.807289
FDF20,OUT017,2948.83649
FDR13,OUT045,1781.191103
FDY26,OUT049,3770.832665
FDW04,OUT017,1950.365561
FDK52,OUT017,4614.090342
FDN60,OUT049,2862.181015
FDP46,OUT049,1604.133371
NCQ29,OUT049,3603.038325
FDX33,OUT018,2267.122392
FDP07,OUT010,459.7275581
FDN22,OUT046,3542.657371
FDF39,OUT049,3906.704847
FDS21,OUT017,956.8680198
NCM42,OUT013,1714.20827
FDH35,OUT018,1678.264106
FDP60,OUT018,1624.899077
FDE38,OUT049,2399.380568
FDI04,OUT049,3337.910649
NCH54,OUT045,3030.008198
FDT56,OUT049,851.9708683
DRD15,OUT018,3173.123388
FDV58,OUT013,2742.394504
FDP21,OUT049,3415.298707
FDH05,OUT013,3205.518283
NCP06,OUT045,2105.177322
FDF33,OUT049,1609.453077
DRK37,OUT013,3582.226948
DRH49,OUT045,1074.48029
FDT58,OUT013,2655.212458
FDD41,OUT018,1487.188597
FDP40,OUT018,1883.298535
FDO45,OUT010,212.0273015
FDW33,OUT010,253.5140777
FDY24,OUT045,880.9801541
FDB10,OUT010,526.4347031
FDM40,OUT035,2103.662148
NCI06,OUT017,3282.77774
FDX27,OUT017,1431.380965
DRM37,OUT045,3488.355077
FDA38,OUT045,3590.326122
FDR36,OUT046,770.6119433
FDZ45,OUT046,2943.179822
FDG05,OUT017,2422.954231
FDK28,OUT013,4644.552643
FDV47,OUT045,1442.615178
FDN21,OUT045,2522.33295
FDI35,OUT045,3869.166141
DRY23,OUT013,649.4639662
FDA56,OUT017,2148.674605
FDB09,OUT013,1653.368587
FDQ49,OUT018,2186.261179
FDZ09,OUT018,2828.029779
FDY03,OUT049,1961.713694
NCG42,OUT017,2252.196495
FDQ32,OUT013,2106.278474
FDW16,OUT035,1174.699107
FDU27,OUT046,899.3238426
FDR28,OUT010,363.6951728
FDQ49,OUT010,400.0562287
FDS37,OUT046,2043.010614
FDW26,OUT018,3227.247736
FDX12,OUT018,2871.712623
NCP06,OUT013,2501.44476
FDW45,OUT010,275.7598179
NCN30,OUT049,1434.844034
FDN24,OUT049,934.1091151
FDD09,OUT010,445.672593
FDS33,OUT010,202.5222304
FDU22,OUT045,1940.343999
FDI53,OUT013,2306.763641
DRH01,OUT049,2724.568981
FDX32,OUT013,2261.2088
NCP30,OUT018,489.8328763
FDB60,OUT045,3031.6878
FDB14,OUT049,1355.639266
NCP02,OUT035,766.6553995
FDJ10,OUT017,1938.398919
FDG34,OUT046,1906.674995
NCB18,OUT017,1574.781398
FDM16,OUT049,1151.155749
FDW25,OUT018,1266.573013
FDB35,OUT010,172.1437641
DRN11,OUT013,2048.605132
FDH16,OUT045,1333.406338
NCQ50,OUT018,3118.326835
DRH23,OUT018,647.7472751
DRJ37,OUT013,1992.064838
FDY16,OUT035,2750.872686
FDQ27,OUT045,2012.830351
FDZ33,OUT045,2345.919071
FDF29,OUT045,2282.572218
FDA08,OUT049,3059.207537
FDG31,OUT046,1024.806106
FDV33,OUT035,4032.611105
DRZ24,OUT018,1245.766796
NCL54,OUT035,2942.223464
FDR12,OUT049,3183.395515
NCC54,OUT046,4008.85951
DRN59,OUT013,667.5468008
FDW60,OUT049,3236.433091
FDX08,OUT017,2785.502103
DRD49,OUT013,3970.971707
FDD33,OUT046,3545.399588
FDW35,OUT013,653.9662965
FDJ36,OUT017,1541.036369
FDV51,OUT035,3259.547238
FDW36,OUT046,1788.769651
FDH35,OUT046,2289.179914
FDN49,OUT017,598.0757048
FDL08,OUT018,2616.499765
FDI09,OUT013,3232.563738
FDP19,OUT018,1921.900316
FDU21,OUT010,68.84185989
NCP41,OUT045,1548.133661
FDY10,OUT013,2017.725006
FDP12,OUT018,467.6777305
NCN26,OUT049,2035.767833
FDK44,OUT013,3088.659952
FDC28,OUT049,1432.082107
NCT29,OUT035,1849.266758
FDU60,OUT018,2470.423413
FDS02,OUT045,3184.886242
FDC51,OUT046,2352.226368
FDU03,OUT013,3477.842486
FDX39,OUT045,4004.932296
NCY05,OUT010,98.25838165
FDD32,OUT035,1295.052465
NCN41,OUT045,1805.773957
NCX53,OUT049,2494.919623
FDQ23,OUT046,1880.835988
FDQ52,OUT045,5062.775607
FDC14,OUT045,645.6136862
FDY09,OUT035,3402.905184
FDQ28,OUT045,2656.999844
FDV25,OUT046,4369.918737
FDJ07,OUT035,1916.246986
DRB25,OUT049,1600.114854
FDB28,OUT046,3133.218848
FDT36,OUT035,680.783434
FDV25,OUT017,3984.266012
FDC57,OUT017,3407.742692
FDQ03,OUT018,3588.112625
FDU23,OUT017,3113.363682
NCX41,OUT035,3674.58785
NCD06,OUT035,778.7081168
FDW08,OUT045,1465.821579
NCU29,OUT017,2242.45734
NCE06,OUT013,2494.215679
FDV52,OUT010,211.9508855
FDB02,OUT017,2566.146744
NCR18,OUT045,618.6465669
FDK16,OUT049,1347.056318
NCQ29,OUT010,622.1426546
FDW27,OUT035,2497.017757
FDD17,OUT018,3685.165845
FDW39,OUT013,2672.703281
DRH59,OUT045,1040.77923
FDS52,OUT013,1151.846603
NCF54,OUT013,2488.808317
FDH46,OUT045,1553.455463
NCP14,OUT049,1777.7836
FDH50,OUT049,3106.484653
DRF15,OUT010,285.2571642
NCJ06,OUT049,2221.73743
FDN02,OUT018,3371.890616
FDQ51,OUT049,912.5959625
FDQ07,OUT017,4615.004181
FDS45,OUT049,1868.351474
NCJ06,OUT045,1791.906037
FDD36,OUT035,1987.771494
FDY25,OUT045,3515.05831
FDU52,OUT046,2468.256087
DRK47,OUT017,3502.311769
NCL30,OUT017,1865.564325
FDN22,OUT035,3487.792124
FDK03,OUT035,5027.301439
FDT45,OUT017,962.522656
FDP08,OUT018,2970.079964
FDU44,OUT046,2579.733155
DRG39,OUT035,803.6349526
FDU32,OUT049,2057.346027
FDY27,OUT049,2610.72759
NCP54,OUT013,1825.225582
NCZ41,OUT049,1800.59095
DRL49,OUT013,1976.983131
FDI05,OUT018,1184.819009
FDY56,OUT045,4687.293713
DRC13,OUT013,1688.357778
NCV29,OUT017,2965.061778
FDR24,OUT049,1168.898458
FDZ34,OUT018,2753.060505
FDP37,OUT035,1964.834617
FDS57,OUT045,1931.880562
NCG18,OUT049,1623.723996
FDK25,OUT018,2644.791033
FDH53,OUT049,1384.123506
DRI59,OUT018,2731.037842
FDA52,OUT046,2438.469297
FDT20,OUT010,105.2404681
FDI24,OUT017,2911.171297
FDB28,OUT018,3070.352626
FDV11,OUT017,2539.492666
FDP01,OUT046,2027.710848
FDZ44,OUT013,1794.120257
DRO59,OUT035,1303.621137
DRB48,OUT045,629.106705
FDR21,OUT018,2179.937118
NCE42,OUT010,628.5044947
FDO23,OUT046,1528.303748
NCE30,OUT018,2837.626504
FDQ22,OUT035,517.6640876
FDY01,OUT045,1865.757121
FDS08,OUT017,2195.562731
FDG28,OUT018,3272.062264
FDQ51,OUT018,657.9507745
FDB05,OUT017,4301.191681
FDO56,OUT049,2099.339089
FDE02,OUT018,1119.519716
FDN45,OUT017,4096.429467
FDS09,OUT013,651.6556135
NCA54,OUT018,2612.445222
FDP09,OUT010,491.4521443
FDC53,OUT045,1317.305475
NCM55,OUT017,3098.837442
FDL09,OUT018,2618.751548
FDA50,OUT045,1603.122513
FDC23,OUT017,4248.480968
FDE22,OUT049,2406.001387
FDD23,OUT046,3983.314368
NCA29,OUT049,3385.97558
FDK38,OUT046,2071.478243
DRC13,OUT046,2066.116154
NCP43,OUT049,2787.37026
FDX28,OUT049,1403.116303
FDF08,OUT049,1293.221485
FDZ33,OUT046,2356.073905
FDD10,OUT049,2101.187641
FDO58,OUT017,2759.843052
FDI50,OUT017,4012.464136
FDO58,OUT045,2511.175797
FDX08,OUT013,3479.379973
NCK17,OUT010,83.82468945
FDF39,OUT035,4634.470887
FDU45,OUT010,315.4878634
NCJ18,OUT018,1723.33514
DRC25,OUT035,1569.660801
FDU59,OUT035,2140.840934
FDU28,OUT035,2925.664921
NCP30,OUT046,717.1704634
FDB39,OUT018,873.6967466
FDE41,OUT013,1220.975345
DRH11,OUT010,141.6813075
FDA58,OUT045,3236.773474
FDU50,OUT046,1604.774952
FDM34,OUT013,2173.20435
FDR39,OUT045,2765.507089
FDM25,OUT045,2852.832261
FDQ49,OUT049,1969.983503
DRH25,OUT018,742.4866423
NCR42,OUT018,393.9575374
DRL59,OUT046,809.61925
FDX43,OUT013,2721.128163
DRK47,OUT010,445.1393671
FDU48,OUT018,1352.522706
FDY12,OUT045,866.9241004
NCN43,OUT018,1413.589907
NCM55,OUT018,2093.724232
FDX13,OUT035,4027.618144
FDG20,OUT049,2286.924856
DRG27,OUT017,679.8248793
FDY14,OUT018,4158.164247
FDP59,OUT035,1603.41236
FDU60,OUT017,3131.104458
DRJ39,OUT017,4369.676752
FDS07,OUT049,1971.862889
FDP51,OUT045,1957.026805
FDU16,OUT035,1422.80542
FDH12,OUT013,1870.101772
DRE48,OUT010,447.5909838
FDR21,OUT045,2688.880103
NCW29,OUT035,2505.788012
FDO11,OUT013,4615.906467
NCM31,OUT049,2258.676386
FDF58,OUT017,1010.194983
NCE43,OUT049,3217.861485
FDA02,OUT035,2354.591751
DRL37,OUT010,102.102819
FDR24,OUT018,1362.875841
FDW59,OUT049,1221.415491
FDS22,OUT049,656.5361413
FDW24,OUT017,636.9918827
FDU24,OUT035,1723.08628
FDW36,OUT018,1680.744625
FDU01,OUT018,2768.498679
FDK50,OUT049,2696.024335
FDG31,OUT045,862.2231664
FDC60,OUT045,1786.114926
FDL36,OUT013,1411.537423
FDP21,OUT013,3385.717187
FDW16,OUT045,1187.673052
FDX02,OUT017,3029.365106
FDT51,OUT046,1714.513087
FDD59,OUT049,1192.591902
NCM42,OUT018,1665.054909
FDA57,OUT018,513.1145834
FDZ48,OUT035,2230.827259
FDE46,OUT045,2122.584814
FDB56,OUT017,3188.042292
FDD20,OUT013,2232.190781
FDL25,OUT013,1386.178511
NCO18,OUT049,3175.568862
FDJ45,OUT017,591.270425
FDR12,OUT035,2869.680165
NCF19,OUT010,96.98261199
FDK25,OUT046,3133.46588
NCR17,OUT046,2145.526483
FDC52,OUT046,2159.539781
NCA54,OUT017,3161.896034
FDR45,OUT010,520.2148939
NCM19,OUT049,1926.214762
FDX23,OUT049,1292.879363
FDX28,OUT013,1740.325156
NCD31,OUT013,2757.073873
FDU57,OUT018,2146.093738
FDI27,OUT046,664.4812124
NCM42,OUT046,1652.936519
FDI34,OUT013,3845.915282
NCM29,OUT049,2179.010346
FDG46,OUT018,1816.3517
DRC01,OUT010,117.3372578
FDF10,OUT046,3177.663969
FDI02,OUT049,1675.843917
NCM54,OUT010,269.4582992
FDF14,OUT013,2178.429485
FDJ33,OUT010,270.0383424
FDM20,OUT035,4696.979371
NCX05,OUT046,1833.794031
NCU29,OUT010,415.8214484
FDQ59,OUT017,1171.21047
FDH46,OUT010,281.8246639
FDH09,OUT013,623.4413769
NCD06,OUT045,736.2500165
FDC15,OUT035,2087.72763
FDT38,OUT017,1259.93599
FDY52,OUT035,915.8419384
FDB34,OUT013,1451.15655
DRL23,OUT018,1233.227672
DRB24,OUT046,2277.453088
FDJ50,OUT046,919.7275464
FDQ49,OUT035,1796.44097
FDP20,OUT035,1886.405998
NCR54,OUT045,2833.988684
FDO09,OUT010,521.0255036
FDS57,OUT018,1949.407778
FDN10,OUT049,1929.584217
FDV23,OUT049,1782.218691
FDY28,OUT049,3405.762198
DRG51,OUT013,2466.763554
NCM29,OUT013,2209.35063
FDE22,OUT017,2963.503402
FDQ22,OUT017,508.7912097
FDS01,OUT013,3124.884818
FDJ33,OUT046,2017.644714
NCF54,OUT035,3011.212145
FDE09,OUT013,1444.368752
NCE06,OUT045,2289.254917
DRH49,OUT049,987.4228505
FDY43,OUT045,2837.032999
NCT05,OUT017,4356.139893
FDZ34,OUT045,4538.852815
FDL38,OUT017,1619.894708
FDZ31,OUT017,3067.823931
FDR14,OUT035,808.772958
NCN54,OUT049,1050.784393
FDK08,OUT017,1523.388908
FDP59,OUT013,1603.307125
FDV22,OUT035,3023.164398
FDD33,OUT035,3927.851868
FDK52,OUT046,4136.571234
FDA02,OUT017,2004.055425
FDM56,OUT049,1493.076387
FDE57,OUT035,2237.544976
FDM32,OUT045,1298.217679
FDU43,OUT049,4179.721714
NCO55,OUT035,1543.779861
FDG02,OUT045,2508.540814
FDJ28,OUT013,3251.00206
FDP40,OUT045,1853.890324
FDJ38,OUT045,3364.130248
NCC54,OUT017,4212.786346
NCZ41,OUT046,1564.038776
FDU52,OUT013,2314.076352
FDC40,OUT046,1126.525679
NCR30,OUT017,1245.327696
NCN18,OUT017,1907.290754
FDB50,OUT035,1565.601879
FDG04,OUT013,3085.888114
FDR26,OUT035,1937.432648
NCT17,OUT018,2540.873226
FDS12,OUT046,2500.824711
FDB38,OUT010,315.7188929
FDP12,OUT013,670.986978
FDP22,OUT046,877.4071299
FDS26,OUT018,3841.378068
FDR52,OUT046,3069.909711
DRJ13,OUT046,2579.661123
FDE29,OUT035,1057.403419
NCT29,OUT049,1836.027876
DRK37,OUT018,3290.563797
FDK55,OUT046,1134.377444
FDR07,OUT046,1552.643743
FDK46,OUT049,4175.053746
FDB12,OUT045,1608.349454
FDJ33,OUT045,1793.178186
NCQ02,OUT045,2955.494491
FDP08,OUT010,509.1484019
FDV55,OUT013,2527.781227
FDW20,OUT049,2414.202251
FDC41,OUT018,1093.445428
FDG35,OUT013,2708.774486
FDF45,OUT035,1089.866626
FDA26,OUT017,3970.905313
FDM32,OUT049,1215.863757
FDL45,OUT046,1781.230353
FDZ55,OUT049,2696.905854
FDY37,OUT049,2156.229646
FDO46,OUT046,2726.55651
FDQ60,OUT046,2042.989151
FDA19,OUT018,1769.26782
FDL15,OUT046,2555.219977
FDM10,OUT018,3006.962378
