citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33
C70017,Cosmos,0,2,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,46-55,1,0,Degree,6,AEC,AWX
C70018,Centaur,9,1,0,3,3,1,0,0,2,3,0,0,0,0,0,8,1,0,1,0,11,0,0,15,0,4,55+,1,1,Primary,9,AUE,AZP
C70019,Centaur,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,46-55,0,0,Masters,7,AXT,AXG
C70020,Centaur,7,0,0,20,0,5,0,0,15,0,0,0,0,2,0,2,0,0,1,0,15,0,0,15,15,1,18-24,1,1,Masters,9,ANQ,AOV
C70021,Ebony,0,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,0,0,1,18-24,1,0,Diploma,6,ACL,ABX
C70022,Odyssey,0,0,0,6,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,1,25-35,1,0,Degree,9,AHR,AES
C70023,Ebony,1,4,7,0,0,1,2,1,0,0,0,1,3,0,0,0,0,0,0,0,7,3,10,0,0,1,18-24,1,0,Diploma,4,ARK,AJV
C70024,Centaur,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,15,15,1,36-45,1,0,Degree,6,AHO,AXO
C70025,Odyssey,1,1,0,4,1,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,11,7,0,15,7,4,18-24,0,0,Masters,8,AQT,AQT
C70026,Odyssey,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,2,25-35,0,0,Masters,9,AMR,AET
C70027,Centaur,12,0,6,0,0,1,0,3,0,0,2,0,1,0,0,1,0,1,0,0,8,0,15,0,0,2,36-45,0,0,Degree,8,AJV,ARK
C70028,Centaur,2,4,2,0,3,1,3,0,0,3,0,0,1,0,0,1,1,0,0,0,15,12,15,0,12,4,46-55,1,0,Masters,7,ATI,AWO
C70029,Cosmos,0,0,8,1,3,0,0,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,15,15,10,4,25-35,1,0,Masters,8,ACD,ACD
C70030,Centaur,12,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,25-35,0,0,Masters,4,AHS,AHS
C70031,Odyssey,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,25-35,1,1,Diploma,7,AHJ,AHJ
C70032,Ebony,0,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,15,0,0,15,4,18-24,1,1,Degree,8,AQT,AQT
C70033,Ebony,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,1,18-24,0,0,Masters,8,AQU,AQU
C70034,Cosmos,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,15,1,18-24,1,1,Masters,7,ACL,AJV
C70035,Centaur,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,46-55,0,0,Degree,9,AEC,ACL
C70036,Ebony,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,3,55+,1,0,Diploma,5,ATU,AJV
C70037,Ebony,0,8,0,1,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,12,0,15,0,1,25-35,0,0,Diploma,6,AHO,AET
C70038,Ebony,0,15,0,0,2,0,8,0,0,2,0,1,0,0,0,0,3,0,0,0,0,15,0,0,7,3,25-35,0,0,Masters,8,ANQ,ANQ
C70039,Tokugawa,0,1,7,2,0,0,1,2,1,0,0,0,1,0,0,0,0,3,1,0,0,0,15,15,0,1,25-35,0,1,Primary,6,AEC,AEC
C70040,Tokugawa,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,4,25-35,0,0,Degree,2,AAM,ACL
C70041,Odyssey,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,15,0,15,0,4,25-35,0,0,Masters,5,AJV,APH
C70042,Ebony,0,15,0,0,0,0,5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,6,0,0,0,3,55+,1,1,Masters,7,AZV,AZV
C70043,Ebony,2,7,0,0,5,0,1,0,0,2,0,0,0,0,1,1,4,0,0,0,0,13,0,0,14,3,55+,0,0,Masters,9,AQT,AQT
C70044,Ebony,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,4,18-24,1,1,Degree,7,AII,AGF
C70045,Ebony,2,3,0,2,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,5,6,0,15,0,4,18-24,0,0,Masters,7,ACO,ACO
C70046,Centaur,4,0,2,4,0,1,0,2,3,0,1,0,0,0,0,1,0,0,1,0,15,0,15,15,0,4,25-35,1,0,Masters,0,AOT,AEC
C70047,Odyssey,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,1,25-35,1,0,Masters,8,ATI,AQU
C70048,Cosmos,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,36-45,1,0,Diploma,6,AJI,AJI
C70049,Centaur,4,1,0,5,1,0,0,0,3,1,1,0,0,0,0,0,1,0,2,0,15,15,0,15,15,4,46-55,0,0,Degree,8,ATA,AWX
C70050,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,25-35,0,1,Degree,7,ACL,AHR
C70051,Cosmos,2,0,0,10,15,2,0,0,4,7,0,0,0,1,4,0,0,0,3,0,15,0,0,15,14,3,25-35,0,0,Masters,6,AHR,AWI
C70052,Centaur,7,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,25-35,1,0,Degree,6,AOV,AOV
C70053,Ebony,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,1,36-45,1,0,Masters,6,ACL,ABX
C70054,Centaur,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,1,55+,0,0,Degree,6,AQU,AQU
C70055,Cosmos,0,1,0,2,3,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,1,55+,1,0,Diploma,6,ATI,ATI
C70056,Cosmos,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18-24,1,0,Degree,6,AHR,AHR
C70057,Centaur,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,1,25-35,1,0,Degree,6,AHS,AHS
C70058,Cosmos,0,0,0,0,12,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Degree,8,APL,APL
C70059,Centaur,5,0,0,0,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,7,1,55+,0,0,Degree,8,ATI,ATI
C70060,Ebony,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,3,18-24,1,1,Degree,6,AOV,AII
C70061,Ebony,0,9,2,0,8,0,3,0,0,1,0,1,0,0,2,0,1,1,0,0,0,15,15,0,15,2,36-45,1,0,Masters,9,AJI,AYO
C70062,Cosmos,0,1,0,1,6,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,15,0,15,15,3,36-45,1,1,Primary,4,AOV,AOV
C70063,Cosmos,0,1,0,3,2,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,15,0,15,15,3,46-55,1,0,Masters,7,AOV,AMU
C70064,Centaur,2,2,0,4,1,2,0,0,3,1,0,0,0,0,0,0,2,0,1,0,15,15,0,15,15,3,18-24,0,0,Diploma,7,AYE,AWI
C70065,Cosmos,0,0,1,0,10,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,15,0,15,3,55+,0,0,Masters,8,ATI,AWX
C70066,Ebony,0,8,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,11,0,0,0,3,25-35,1,0,Degree,9,APF,ACL
C70067,Ebony,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,4,55+,1,1,Masters,4,AWI,AWI
C70068,Centaur,12,2,0,0,0,6,1,0,0,0,2,0,0,0,0,1,1,0,0,0,15,15,0,0,0,1,36-45,0,0,Degree,0,ANQ,ANQ
C70069,Centaur,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,3,25-35,1,0,Degree,7,ACL,AGD
C70070,Centaur,8,1,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,15,15,0,0,0,3,18-24,1,0,Primary,0,AXK,AXK
C70071,Odyssey,0,0,0,19,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,0,1,55+,0,1,Degree,7,AWD,AWD
C70072,Cosmos,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,18-24,1,0,Degree,6,AWX,BBK
C70073,Tokugawa,1,2,11,0,6,0,0,0,0,2,0,0,3,0,2,1,1,3,0,0,15,15,14,0,15,4,25-35,1,0,Diploma,8,AEF,AEF
C70074,Cosmos,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,3,46-55,1,0,Masters,9,AHO,ATI
C70075,Ebony,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,2,36-45,1,1,Degree,7,AEW,AEW
C70076,Ebony,0,9,0,0,1,0,6,0,0,1,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,25-35,1,0,Diploma,6,ALH,ALH
C70077,Ebony,0,19,0,0,0,0,6,0,0,0,0,1,0,0,0,0,10,0,0,0,0,15,0,0,0,4,25-35,0,1,Diploma,7,AVO,AVO
C70078,Odyssey,0,0,0,6,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,1,25-35,1,0,Masters,7,AMZ,AMZ
C70079,Centaur,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,1,36-45,0,0,Degree,0,AHS,AHS
C70080,Centaur,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,46-55,0,0,Diploma,6,AHS,AHS
C70081,Odyssey,1,0,0,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,1,18-24,0,0,Primary,6,AWI,AXG
C70082,Ebony,0,6,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,25-35,1,1,Masters,6,AII,AII
C70083,Ebony,7,10,0,0,0,0,6,0,0,0,0,0,0,0,0,7,4,0,0,0,15,15,0,0,0,4,25-35,1,0,Masters,9,ANQ,ANQ
C70084,Ebony,0,13,2,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,15,15,0,0,2,25-35,1,0,Degree,7,ABX,AHO
C70085,Cosmos,0,0,0,0,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,15,0,13,4,25-35,1,0,Degree,5,AJI,AUD
C70086,Odyssey,0,1,3,7,2,0,0,1,4,0,0,0,1,1,1,0,1,0,0,0,0,15,15,15,15,3,36-45,1,0,Masters,7,AWX,AMZ
C70087,Centaur,5,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,15,15,0,0,15,2,25-35,1,0,Degree,6,AJI,APH
C70088,Centaur,8,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,15,1,55+,0,1,Degree,6,ANQ,ANQ
C70089,Odyssey,1,0,0,4,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,0,1,46-55,0,0,Primary,6,AOT,AOT
C70090,Odyssey,1,2,0,11,0,1,1,0,3,0,0,0,0,3,0,0,1,0,0,0,15,15,0,15,0,1,25-35,1,1,Degree,6,AET,AET
C70091,Odyssey,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,15,0,15,0,3,36-45,0,0,Diploma,7,AQX,AQX
C70092,Odyssey,0,0,0,16,3,0,0,0,8,0,0,0,0,4,1,0,0,0,0,0,0,0,0,15,3,4,36-45,1,0,Masters,7,ATA,AXT
C70093,Tokugawa,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,25-35,1,0,Diploma,9,ANQ,ATU
C70094,Odyssey,0,1,0,8,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,1,25-35,1,0,Primary,6,AUE,AUE
C70095,Odyssey,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,4,25-35,1,1,Masters,10,AGD,ACL
C70096,Odyssey,0,0,0,16,0,0,0,0,8,0,0,0,0,2,0,0,0,0,4,0,0,0,0,15,15,1,46-55,1,1,Primary,6,AQX,AQX
C70097,Cosmos,0,0,4,0,4,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,10,0,0,4,25-35,1,1,Primary,6,AEC,AEC
C70098,Ebony,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,3,46-55,1,0,Masters,7,ASE,ASE
C70099,Cosmos,0,1,0,0,10,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,1,46-55,0,0,Masters,7,AWX,AWX
C70100,Odyssey,1,2,2,9,0,1,0,0,4,0,0,0,1,1,0,0,1,0,1,0,0,0,7,15,0,3,36-45,1,0,Primary,9,AHR,ANQ
C70101,Odyssey,0,0,0,16,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,5,46-55,0,0,Primary,7,ACL,AWI
C70102,Centaur,14,1,0,0,2,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,15,0,0,15,3,25-35,1,0,Masters,3,AHS,AHS
C70103,Odyssey,0,1,1,11,0,0,0,0,4,0,0,0,0,3,0,0,1,1,0,0,0,12,15,15,0,3,36-45,1,0,Diploma,7,AAE,AAE
C70104,Odyssey,4,2,0,8,0,2,1,0,3,0,1,0,0,1,0,0,1,0,3,0,15,15,0,15,0,4,25-35,1,0,Masters,7,AHJ,AHS
C70105,Odyssey,1,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,15,0,0,15,0,3,25-35,1,1,Degree,8,AUE,APH
C70106,Cosmos,0,0,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,15,15,0,0,15,1,36-45,1,1,Masters,7,AHO,ATI
C70107,Cosmos,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,4,46-55,0,0,Degree,8,ACL,ATI
C70108,Ebony,0,7,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,15,0,0,0,1,18-24,0,0,Masters,9,ASE,AHO
C70109,Centaur,15,0,3,0,0,8,0,1,0,0,1,0,1,0,0,5,0,0,0,0,15,0,15,0,0,3,25-35,1,1,Primary,5,APH,ARK
C70110,Centaur,8,3,0,0,0,2,1,0,0,0,3,0,0,0,0,0,1,0,0,0,4,3,0,0,0,3,25-35,1,1,Diploma,5,ATI,AYH
C70111,Ebony,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,3,25-35,1,0,Primary,6,AVS,BAN
C70112,Ebony,1,8,0,0,1,1,5,0,0,1,0,0,0,0,0,0,2,0,0,0,15,15,0,0,15,4,18-24,1,0,Degree,5,ABX,ABX
C70113,Odyssey,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,1,25-35,1,0,Masters,8,AAE,AAE
C70114,Cosmos,0,3,0,6,17,0,1,0,2,9,0,1,0,2,3,0,0,0,0,0,0,10,0,15,14,3,36-45,0,1,Degree,7,AMR,AMR
C70115,Centaur,14,0,10,0,0,2,0,2,0,0,0,0,1,0,0,10,0,2,0,0,15,0,15,0,0,1,46-55,0,1,Diploma,5,ARK,AXL
C70116,Odyssey,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,55+,0,0,Primary,6,AMZ,AMZ
C70117,Tokugawa,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,15,15,0,0,3,25-35,1,0,Degree,6,AXJ,AXJ
C70118,Odyssey,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,3,55+,1,0,Masters,6,AXT,ACL
C70119,Odyssey,0,0,0,12,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,1,36-45,1,0,Masters,7,ARJ,AET
C70120,Tokugawa,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,3,46-55,0,0,Masters,7,ATU,AJV
C70121,Odyssey,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,1,36-45,0,0,Masters,8,AOT,ACD
C70122,Centaur,11,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,55+,1,0,Masters,7,ARK,ARK
C70123,Odyssey,0,0,0,15,0,0,0,0,10,0,0,0,0,1,0,0,0,0,3,0,0,0,0,15,0,3,25-35,1,1,Masters,8,AQT,AQT
C70124,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,36-45,1,1,Diploma,9,ATI,ACL
C70125,Centaur,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,4,36-45,0,1,Diploma,5,ARK,ARK
C70126,Tokugawa,0,7,8,0,0,0,2,2,0,0,0,1,2,0,0,0,3,2,0,0,0,15,15,0,0,1,25-35,1,1,Degree,7,ACO,ATU
C70127,Centaur,13,0,0,0,1,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,7,15,0,0,15,4,55+,1,0,Degree,5,AXT,AOV
C70128,Odyssey,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,1,25-35,1,0,Degree,7,AWX,AII
C70129,Odyssey,0,0,0,7,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,1,Diploma,7,AXR,ANO
C70130,Centaur,12,6,2,0,0,2,4,0,0,0,5,1,1,0,0,0,0,0,0,0,15,5,15,0,0,4,25-35,1,1,Degree,8,ANQ,ANQ
C70131,Centaur,2,0,4,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,0,3,46-55,0,0,Primary,7,AJV,ACL
C70132,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,46-55,1,0,Diploma,6,AJI,ACL
C70133,Centaur,8,2,0,7,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,15,0,15,0,2,46-55,0,0,Masters,9,AXT,AOV
C70134,Ebony,3,2,0,0,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,18-24,0,1,Degree,5,ATI,ATI
C70135,Centaur,8,0,0,2,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,0,15,0,3,25-35,1,0,Primary,7,AZP,AZP
C70136,Centaur,8,0,0,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,46-55,1,1,Primary,6,AUE,AHS
C70137,Odyssey,0,0,0,14,0,0,0,0,6,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,1,18-24,1,0,Masters,8,AQX,AQX
C70138,Tokugawa,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,18-24,1,0,Primary,2,AEC,AEC
C70139,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,25-35,0,0,Masters,6,AHS,AHS
C70140,Centaur,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,4,55+,1,0,Masters,6,AHR,ADV
C70141,Cosmos,0,0,0,0,15,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,3,55+,1,0,Diploma,5,ATI,ATI
C70142,Tokugawa,0,0,10,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,0,3,18-24,1,1,Diploma,7,AJV,AJV
C70143,Ebony,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,18-24,1,1,Masters,7,AJN,AJN
C70144,Ebony,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,3,25-35,1,0,Degree,6,ABX,ABX
C70145,Ebony,0,5,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,0,0,3,46-55,1,0,Degree,5,ANQ,ANQ
C70146,Ebony,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,4,18-24,1,0,Degree,6,ABX,ABX
C70147,Cosmos,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,15,0,0,4,46-55,1,1,Masters,6,AHO,AHO
C70148,Ebony,0,17,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,46-55,1,1,Masters,6,ABX,ABX
C70149,Ebony,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,3,36-45,1,1,Masters,8,ANQ,ACL
C70150,Tokugawa,0,1,18,0,0,0,0,11,0,0,0,0,0,0,0,0,1,5,0,0,0,0,15,0,0,4,46-55,1,0,Masters,5,ATU,ATU
C70151,Odyssey,0,1,0,14,0,0,0,0,9,0,0,0,0,0,0,0,1,0,5,0,0,0,0,15,0,3,55+,1,1,Diploma,5,AYE,AYE
C70152,Cosmos,0,0,0,0,6,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3,55+,1,1,Masters,9,AJO,ASG
C70153,Cosmos,0,3,9,0,6,0,3,2,0,5,0,0,1,0,0,0,0,3,0,1,0,14,14,0,6,4,55+,0,0,Diploma,5,AJI,AJI
C70154,Centaur,7,0,0,3,7,3,0,0,3,1,0,0,0,0,3,4,0,0,0,0,15,0,0,15,15,3,36-45,1,0,Primary,6,ARK,AXG
C70155,Odyssey,1,5,0,8,6,1,2,0,4,0,0,0,0,2,1,0,3,0,0,0,15,15,0,15,15,4,55+,1,0,Masters,7,ATF,AMS
C70156,Odyssey,0,1,0,16,1,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,4,36-45,1,0,Masters,5,AMH,AMH
C70157,Ebony,1,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,15,15,0,0,0,3,46-55,1,0,Masters,8,AJI,AHO
C70158,Tokugawa,0,1,6,0,4,0,1,5,0,0,0,0,0,0,2,0,0,1,0,0,0,15,15,0,15,4,55+,1,0,Degree,7,AMI,APH
C70159,Ebony,3,3,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,15,15,15,15,0,3,18-24,0,0,Diploma,7,AWW,AWW
C70160,Centaur,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,36-45,1,1,Masters,5,AHO,AWI
C70161,Tokugawa,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,4,36-45,1,1,Primary,6,ACL,ACO
C70162,Tokugawa,0,2,17,4,0,0,0,0,4,0,0,0,3,0,0,0,1,9,0,0,0,15,15,15,0,4,46-55,1,0,Degree,5,ANQ,AWX
C70163,Cosmos,0,0,0,0,17,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,4,25-35,0,0,Degree,6,AEV,AEV
