content_id,target_bin
1096,0.14807692
1106,0.147997619
1110,0.070974576
1112,0.171913975
1114,0.114034689
1119,0.165329962
1124,0.069960877
1125,0.039260212
1127,0.110514491
1128,0.055007137
1138,0.100204625
1141,0.041663928
1147,0.090738638
1148,0.044961782
1150,0.024934488
1153,0.378857132
1163,0.037035266
1171,0.079517189
1174,0.047716836
1191,0.059157589
1193,0.093489796
1200,0.062538937
1201,0.30511479
1202,0.013980418
1203,0.216554093
1204,0.146235957
1211,0.112559046
1213,0.201908863
1214,0.7851854
1219,0.105899707
1223,0.09814017
1226,0.116866456
1228,0.012488124
1229,0.13426989
1230,0.033831421
1242,0.127421075
1244,0.815424016
1248,0.027892908
1250,0.008213291
1256,0.045389639
1257,0.086126153
1258,0.058419393
1262,0.099255052
1263,0.076481944
1266,0.059545567
1267,0.710437264
1268,0.257886383
1272,0.046966517
1273,0.099952257
1277,0.021284159
1279,0.33873208
1286,0.075155655
1291,0.075256735
1295,0.071871244
1301,0.038581017
1302,0.053126425
1304,0.183967217
1305,0.041783328
1311,0.053348421
1314,0.029877539
1319,0.821265938
1322,0.018127208
1324,0.12669656
1325,0.106090559
1329,0.007796153
1330,0.82496233
1333,0.821783326
1341,0.122820238
1344,0.101650492
1345,0.136564526
1350,0.242441233
1353,0.002609958
1359,0.113518116
1360,0.060822741
1362,0.8959802
1363,0.029697969
1366,0.204600001
1367,0.053292833
1374,0.012750882
1377,0.200169983
1379,0.042319004
1381,0.145463314
1382,0.081949405
1384,0.136833509
1386,0.06191864
1389,0.039698059
1390,0.76487795
1393,0.686703074
1395,0.09338336
1398,0.16084186
1400,0.084713735
1402,0.77920475
1404,0.06831946
1406,0.027314713
1411,0.832512246
1412,0.032711118
1413,0.321616727
1419,0.062099375
1428,0.146546853
1431,0.812325704
1432,0.014685632
1438,0.323109261
1443,0.34821166
1444,0.026945099
1449,0.121405146
1451,0.844226218
1453,0.129963349
1459,0.202682804
1460,0.120128613
1463,0.31541162
1467,0.095105558
1470,0.354888344
1473,0.021286946
1476,0.017369631
1481,0.142422837
1483,0.13306827
1487,0.025264365
1490,0.780013974
1493,0.158459182
1495,0.825240297
1498,0.104775653
1501,0.152109832
1503,0.079315255
1504,0.11430958
1509,0.131837777
1510,0.132616804
1514,0.191081368
1519,0.145465576
1522,0.019498538
1523,0.261371072
1525,0.08761994
1529,0.066642547
1532,0.25187533
1534,0.021726792
1538,0.385247029
1539,0.267980399
1549,0.016852579
1550,0.051570214
1551,0.057393109
1554,0.086181701
1559,0.084654917
1568,0.361102783
1574,0.143931421
1579,0.066681369
1580,0.314790637
1588,0.197462623
1592,0.266937906
1595,0.054028352
1596,0.186264859
1597,0.94502941
1599,0.046728107
1604,0.173740666
1606,0.196318825
1609,0.243544214
1612,0.018973761
1613,0.026364966
1617,0.087223151
1618,0.052723305
1627,0.069975869
1629,0.08895999
1631,0.025753684
1632,0.130473705
1633,0.14090679
1637,0.094193039
1640,0.087231952
1642,0.032061434
1646,0.057011823
1650,0.237108596
1652,0.05342863
1653,0.88481347
1655,0.049708883
1657,0.070224438
1658,0.027020876
1662,0.215688752
1669,0.838508714
1670,0.030258083
1671,0.757389221
1672,0.09622014
1679,0.123019076
1680,0.140728133
1683,0.094614975
1685,0.722210704
1686,0.090672944
1687,0.019109147
1689,0.046731128
1690,0.024657199
1691,0.09453364
1695,0.19910754
1696,0.140829269
1700,0.155375505
1702,0.228883166
1705,0.028540123
1706,0.333529113
1710,0.034177721
1711,0.016432159
1712,0.817883859
1713,0.160126686
1714,0.066205443
1716,0.04363152
1717,0.060099034
1719,0.057700184
1721,0.090229262
1724,0.015750973
1728,0.12158623
1729,0.133721684
1731,0.067594062
1732,0.117422047
1734,0.058573534
1737,0.069645481
1738,0.068274548
1742,0.141457502
1749,0.063153292
1750,0.262295429
1755,0.181842068
1761,0.069786706
1763,0.098011259
1765,0.12292317
1771,0.05460658
1772,0.072464418
1773,0.015884712
1779,0.00937533
1783,0.054799037
1786,0.037642053
1791,0.055035793
1792,0.023941616
1799,0.163758368
1802,0.033732726
1803,0.18308165
1805,0.07181714
1810,0.327748048
1811,0.25246848
1813,0.023597971
1815,0.097534019
1818,0.079975771
1821,0.061263321
1830,0.151470543
1837,0.202365288
1838,0.140000128
1845,0.074336478
1850,0.025120019
1851,0.029765412
1853,0.030617908
1858,0.036354404
1860,0.033890294
1861,0.169968209
1863,0.84905978
1871,0.163288058
1872,0.682130611
1874,0.881859962
1875,0.038978655
1879,0.056816046
1880,0.022615707
1884,0.667203552
1885,0.115930974
1886,0.101033497
1890,0.025604431
1892,0.067724617
1894,0.075279649
1895,0.157687706
1897,0.053788577
1898,0.027237654
1899,0.065386305
1903,0.098489227
1910,0.900085827
1911,0.248961835
1913,0.084787499
1914,0.903381521
1915,0.06877076
1919,0.02185457
1921,0.045944527
1929,0.214588716
1932,0.615035506
1939,0.065939116
1946,0.018418282
1947,0.092226761
1951,0.268141471
1952,0.148106749
1953,0.066877446
1954,0.060163891
1955,0.074931807
1959,0.108132118
1962,0.795162125
1963,0.087306723
1964,0.142182282
1967,0.06479347
1970,0.084968838
1975,0.85201534
1977,0.231838142
1979,0.064325722
1984,0.112848367
1986,0.034298656
1988,0.411969164
1993,0.041664602
1998,0.184389606
2002,0.071172992
2003,0.057739234
2006,0.039750357
2007,0.037675728
2008,0.048514973
2010,0.088504397
2013,0.253392202
2014,0.76448719
2017,0.02280495
2019,0.329146263
2020,0.052031962
2022,0.074398527
2023,0.084161014
2024,0.523845656
2025,0.03827914
2027,0.1552622
2029,0.042506961
2032,0.143170179
2033,0.17747065
2038,0.062476448
2039,0.019728782
2041,0.075946195
2042,0.159836468
2043,0.10257636
2049,0.208564405
2058,0.01861894
2062,0.115113013
2064,0.058576311
2065,0.179159073
2069,0.014115065
2073,0.121423771
2078,0.062730795
2081,0.051985321
2085,0.064082126
2087,0.116507554
2091,0.162606985
2092,0.050864356
2099,0.080888737
2103,0.022315677
2106,0.177533689
2108,0.014571401
2109,0.105460463
2110,0.027390027
2111,0.256950079
2113,0.046684158
2114,0.181929992
2121,0.10545428
2122,0.192727144
2127,0.084325662
2132,0.04372829
2134,0.242409628
2135,0.029956714
2141,0.017429585
2142,0.110424609
2144,0.096474681
2146,0.055958097
2148,0.062886638
2150,0.061178706
2154,0.208158645
2156,0.186265375
2158,0.075109187
2163,0.375797374
2166,0.008694586
2168,0.343004972
2170,0.390785089
2174,0.067854294
2181,0.054725634
2183,0.166228077
2184,0.870749351
2185,0.15939957
2188,0.140408174
2194,0.045012176
2198,0.060386073
2201,0.191648255
2210,0.068844102
2211,0.049173446
2213,0.168979256
2215,0.066273164
2220,0.21783396
2224,0.157370551
2225,0.683996391
2233,0.103959668
2234,0.169090926
2236,0.058193168
2240,0.029884404
2243,0.024168031
2246,0.055448038
2249,0.101262124
2257,0.122875372
2260,0.05327801
2268,0.073418112
2272,0.023508031
2276,0.058084276
2281,0.045958663
2283,0.138374654
2288,0.081655715
2297,0.073892841
2302,0.03776694
2304,0.104515723
2313,0.258003946
2318,0.021226206
2322,0.217320061
2324,0.119940655
2329,0.018216006
2331,0.201581973
2335,0.0858762
2338,0.274336472
2346,0.077525703
2349,0.150184029
2350,0.123327637
2351,0.022008826
2355,0.05027765
2356,0.780489394
2357,0.03758965
2358,0.060275165
2359,0.082913842
2366,0.040837348
2368,0.034864146
2370,0.107245881
2371,0.353381474
2372,0.039314221
2373,0.034747457
2374,0.047557511
2375,0.871377801
2376,0.498284305
2378,0.279138051
2380,0.062832723
2385,0.060523799
2386,0.076344134
2388,0.06070905
2391,0.062012991
2392,0.038250656
2395,0.047988822
2398,0.101622985
2399,0.17415909
2407,0.063881958
2408,0.240468954
2416,0.134865292
2417,0.069064134
2422,0.591975133
2426,0.082835549
2427,0.03567255
2428,0.365254762
2431,0.032429217
2432,0.042101427
2433,0.110119433
2441,0.234201848
2443,0.130819493
2444,0.196371933
2445,0.062852674
2446,0.075624149
2447,0.820435558
2451,0.07742482
2453,0.038359777
2458,0.106370887
2464,0.028893765
2467,0.085654235
2468,0.132009447
2470,0.047644592
2480,0.182684406
2481,0.741667836
2483,0.17920991
2484,0.029374936
2489,0.129257388
2492,0.030561689
2495,0.038894576
2497,0.080741246
2499,0.038432637
2500,0.025249974
2506,0.012485584
2509,0.033555952
2511,0.018654825
2512,0.040247747
2513,0.855195032
2517,0.033939385
2520,0.296596568
2521,0.254998967
2522,0.177030617
2524,0.017918076
2525,0.084405887
2528,0.047965839
2529,0.031969153
2530,0.04735959
2531,0.771208415
2532,0.064878231
2533,0.112688939
2537,0.141907539
2538,0.050794708
2539,0.153589112
2544,0.02287112
2549,0.173335576
2561,0.039707794
2563,0.153436873
2569,0.037918644
2571,0.205564024
2572,0.114937281
2577,0.0259167
2580,0.083014905
2584,0.050396337
2585,0.023018331
2586,0.090251515
2588,0.086489352
2591,0.015083875
2592,0.33759285
2594,0.038267621
2601,0.154776937
2602,0.159368128
2603,0.143968642
2606,0.135013307
2609,0.14184677
2617,0.010995353
2618,0.017529298
2619,0.124233947
2624,0.787481636
2625,0.029352974
2631,0.196978856
2636,0.043941589
2639,0.049241246
2642,0.095109529
2644,0.166355258
2646,0.079639583
2649,0.12742251
2652,0.310921771
2653,0.033382547
2654,0.050820649
2661,0.043258395
2663,0.27188038
2666,0.044639746
2667,0.767756356
2670,0.034212621
2680,0.205910035
2684,0.211386663
2685,0.241308984
2688,0.024057659
2689,0.060334833
2690,0.181350648
2692,0.060754652
2694,0.089412835
2695,0.140493478
2696,0.338643895
2704,0.046240934
2705,0.032752628
2707,0.200972235
2715,0.236981609
2716,0.043127781
2718,0.109502584
2722,0.051650211
2723,0.186807894
2725,0.30934652
2734,0.047501982
2737,0.318974939
2740,0.831826936
2743,0.198349394
2745,0.052402071
2748,0.267739786
2751,0.231005349
2756,0.081629543
2757,0.11209546
2761,0.025120019
2762,0.05759632
2765,0.122989127
2766,0.192930269
2770,0.053575416
2773,0.060813556
2774,0.056237553
2777,0.087049733
2785,0.063445267
2793,0.048388132
2796,0.072854297
2797,0.081599479
2800,0.037066272
2804,0.164699243
2806,0.321616727
2807,0.032468119
2808,0.84905978
2813,0.061300449
2818,0.379796782
2820,0.707519657
2822,0.22310044
2823,0.028048129
2824,0.037975434
2831,0.040988977
2832,0.518051013
2851,0.050438834
2853,0.070706513
2854,0.033708137
2858,0.653329585
2859,0.070647521
2861,0.024778865
2866,0.108781525
2867,0.026625819
2868,0.272618164
2871,0.163777692
2872,0.014899831
2875,0.089821413
2876,0.050102347
2880,0.037323546
2881,0.056623359
2882,0.017066499
2883,0.073810635
2885,0.247638756
2888,0.080961004
2889,0.035636952
2890,0.676349759
2896,0.335941474
2903,0.086580367
2904,0.633224319
2906,0.066644147
2910,0.256664541
2911,0.6683822
2916,0.070912425
2917,0.202265483
2919,0.061404632
2922,0.053947007
2925,0.373265525
2926,0.230433921
2927,0.115260665
2928,0.054066853
2931,0.150873338
2932,0.094234307
2934,0.060714934
2937,0.020700188
2945,0.133031559
2946,0.111441465
2953,0.058833958
2959,0.040711718
2965,0.093552027
2977,0.134248131
2978,0.044814513
2980,0.072314618
2984,0.21563408
2985,0.185037473
2991,0.225578098
2996,0.961930618
2997,0.053288662
2999,0.067678044
3000,0.095593224
3005,0.079588866
3010,0.072444969
3012,0.116148497
3017,0.040385112
3022,0.073508632
3023,0.038024996
3026,0.061890921
3027,0.067018966
3034,0.159368128
3035,0.018273684
3036,0.205131279
3042,0.323155419
3048,0.419755477
3051,0.059733911
3052,0.069638183
3053,0.096701141
3057,0.087465428
3058,0.267819125
3059,0.129429729
3060,0.208762519
3065,0.030619944
3066,0.192656882
3068,0.207881514
3072,0.158808956
3075,0.087890026
3084,0.288664189
3090,0.06440528
3096,0.093982421
3097,0.762706789
3098,0.031702425
3100,0.146765965
3102,0.105160146
3104,0.057914192
3107,0.32568902
3111,0.155012855
3113,0.055023327
3115,0.035081021
3117,0.047947908
3121,0.036412222
3123,0.127425414
3124,0.07262849
3125,0.065637583
3127,0.301358722
3131,0.172735259
3134,0.096214526
3139,0.076144533
3141,0.777674781
3143,0.402809182
3144,0.232800005
3147,0.029123103
3148,0.119233696
3149,0.829025334
3154,0.135949666
3155,0.029701242
3158,0.072089985
3160,0.065980956
3161,0.240504517
3162,0.129264472
3163,0.032453819
3164,0.305143922
3171,0.027678097
3172,0.026746208
3179,0.048787093
3186,0.072162267
3187,0.026714125
3189,0.044008175
3191,0.037299121
3194,0.050548722
3196,0.052084302
3198,0.223853687
3199,0.648684217
3206,0.017069408
3207,0.051186483
3209,0.283014601
3213,0.068494764
3216,0.15885813
3217,0.144809138
3218,0.024335111
3220,0.194261389
3222,0.166277483
3223,0.155307237
3227,0.221841606
3230,0.080295362
3235,0.084703567
3241,0.108286804
3244,0.314554677
3247,0.069202521
3248,0.112562513
3250,0.047375922
3252,0.074910306
3253,0.044875226
3256,0.140302534
3258,0.102399651
3262,0.043329751
3263,0.060163211
3266,0.033779435
3272,0.191765214
3273,0.112793968
3276,0.035424866
3278,0.020124692
3279,0.108735015
3282,0.013321782
3283,0.028638249
3285,0.260567635
3286,0.174118239
3287,0.094904088
3291,0.021725003
3296,0.133836651
3299,0.140664098
3301,0.040308262
3302,0.049170428
3306,0.866362118
3308,0.035213851
3309,0.074563118
3310,0.339475351
3313,0.058172191
3321,0.165641078
3322,0.135513297
3326,0.085058054
3329,0.107304126
3330,0.062099698
3333,0.018136974
3334,0.062743622
3337,0.057900173
3338,0.714653677
3340,0.207816836
3346,0.072109648
3352,0.210107775
3354,0.177214627
3356,0.082163902
3358,0.06501684
3359,0.727334458
3362,0.817854151
3364,0.053551013
3365,0.15567087
3367,0.131904667
3369,0.018368215
3371,0.070023945
3372,0.034279011
3373,0.337315363
3374,0.062764312
3375,0.041663928
3378,0.058929156
3380,0.033498118
3382,0.056879409
3383,0.007733091
3384,0.065476576
3385,0.059135798
3390,0.071796031
3397,0.104189409
3401,0.117143524
3403,0.339409766
3405,0.778315309
3409,0.024436562
3411,0.606024558
3413,0.0846106
3417,0.01513604
3421,0.048761792
3423,0.185535098
3425,0.105626534
3427,0.05224633
3431,0.095416568
3433,0.121482012
3438,0.034013435
3440,0.033029436
3442,0.04089343
3447,0.014337713
3448,0.051696387
3454,0.05574328
3456,0.251019109
3458,0.032115752
3461,0.019426343
3463,0.083604027
3469,0.388896898
3471,0.12024133
3473,0.081395205
3474,0.017208079
3475,0.098938838
3480,0.061424646
3482,0.011256717
3485,0.156065607
3489,0.090066198
3490,0.123369756
3491,0.084752742
3492,0.025477394
3494,0.028516748
3495,0.020621047
3499,0.040724998
3504,0.110932423
3508,0.453387083
3511,0.146198803
3516,0.058487409
3518,0.862542237
3521,0.055111569
3524,0.743008725
3525,0.161762859
3527,0.081516148
3528,0.020055225
3529,0.103439692
3530,0.075738429
3533,0.241659873
3538,0.777714785
3539,0.102015957
3541,0.180760248
3544,0.045325628
3545,0.26022111
3546,0.971982184
3550,0.14960799
3553,0.051222921
3555,0.333170149
3556,0.182877869
3557,0.017575634
3563,0.032708147
3568,0.219437679
3569,0.043872612
3572,0.196530644
3581,0.02634899
3584,0.046533415
3587,0.028129084
3589,0.052462027
3593,0.140794744
3595,0.123729129
3597,0.152397853
3599,0.204221378
3600,0.071432763
3604,0.597501673
3605,0.100490936
3606,0.114109876
3608,0.206808217
3609,0.057944602
3612,0.21256754
3615,0.22720315
3616,0.064231602
3623,0.152959497
3624,0.043913739
3631,0.964763676
3633,0.103146843
3636,0.333920304
3637,0.014510179
3646,0.064917358
3649,0.030154217
3652,0.044237488
3653,0.006977874
3660,0.894607265
3665,0.258617893
3668,0.153367008
3670,0.180400517
3672,0.219936718
3673,0.057514888
3675,0.28637711
3683,0.216811634
3685,0.170542054
3687,0.079232034
3688,0.066054558
3690,0.214057297
3694,0.025120706
3698,0.065476576
3710,0.186897484
3712,0.091895682
3714,0.186888251
3716,0.077751998
3719,0.032595273
3721,0.023846689
3723,0.143143248
3724,0.09420228
3726,0.031326697
3733,0.115999842
3735,0.134991289
3742,0.300982749
3743,0.171473329
3744,0.205006649
3745,0.235240617
3746,0.261417707
3749,0.07225279
3752,0.185476579
3754,0.02854744
3758,0.078528808
3759,0.225291136
3765,0.11024949
3767,0.117700053
3768,0.073496714
3775,0.120863824
3777,0.062541335
3778,0.065704018
3781,0.063245817
3789,0.118040295
3792,0.117964971
3794,0.207623188
3804,0.384982478
3807,0.129594646
3812,0.064938125
3814,0.123184163
3819,0.069573079
3821,0.782300641
3823,0.028648901
3826,0.025512501
3830,0.044441313
3835,0.117374962
3837,0.183697965
3839,0.05453677
3845,0.130501918
3847,0.04190284
3849,0.144845982
3851,0.102565712
3856,0.345218741
3857,0.245599488
3862,0.083307203
3864,0.117522173
3865,0.330102799
3866,0.026392644
3868,0.107785293
3870,0.069704589
3875,0.783769861
3877,0.067404137
3881,0.036807727
3882,0.220553598
3886,0.079380425
3888,0.835217498
3890,0.117404883
3891,0.255839861
3894,0.02065852
3896,0.036126528
3898,0.437971625
3899,0.0228731
3902,0.247518712
3908,0.101271039
3912,0.070635478
3913,0.040292664
3918,0.13800565
3925,0.091101606
3927,0.9382536
3931,0.152580754
3933,0.054861735
3935,0.259531044
3941,0.24822079
3942,0.054320319
3945,0.028275243
3947,0.060163891
3951,0.070424819
3953,0.659838861
3955,0.889538487
3958,0.025932738
3961,0.14985102
3969,0.092137826
3970,0.147827988
3974,0.048607841
3975,0.143293454
3978,0.179899504
3996,0.085793551
4001,0.262673404
4002,0.136870595
4003,0.056017791
4006,0.404689022
4010,0.079601421
4011,0.127308994
4012,0.727106485
4018,0.132163403
4026,0.151486908
4027,0.084031096
4029,0.0919974
4030,0.036342647
4034,0.075143611
4037,0.069837883
4038,0.039936527
4044,0.104834816
4051,0.056100212
4052,0.188883985
4053,0.111712218
4055,0.15557273
4056,0.779722944
4063,0.402162458
4073,0.049907234
4074,0.074143685
4075,0.026497832
4077,0.084231819
4079,0.02233602
4080,0.027314329
4083,0.023404218
4090,0.194182844
4093,0.024887208
4094,0.020906449
4095,0.042621591
4096,0.038508802
4098,0.060008021
4099,0.063854243
4101,0.250481087
4102,0.714346055
4103,0.086200305
4105,0.074061217
4113,0.199186515
4115,0.225236295
4117,0.035615704
4119,0.032579287
4120,0.017075005
4122,0.109314176
4123,0.180077115
4124,0.039762557
4125,0.186338621
4130,0.193594705
4133,0.05082747
4134,0.134295012
4137,0.04301748
4139,0.876230927
4146,0.060873893
4147,0.034362243
4148,0.305586071
4156,0.080701029
4157,0.10228572
4159,0.069568814
4170,0.129241343
4172,0.053906519
4177,0.100649335
4185,0.055000254
4186,0.072373592
4192,0.021297123
4194,0.036598297
4197,0.061393433
4200,0.122580139
4204,0.016367385
4205,0.067736137
4208,0.044269357
4209,0.158604949
4213,0.191933602
4214,0.042248558
4218,0.202820254
4221,0.066025191
4227,0.025006477
4228,0.122066105
4230,0.141842768
4232,0.048568949
4233,0.117356225
4235,0.193370427
4239,0.087741894
4240,0.067087478
4242,0.108132118
4245,0.026403285
4247,0.342659362
4248,0.087364025
4258,0.035203282
4263,0.024596291
4265,0.323789235
4266,0.03349071
4269,0.096448371
4273,0.041979767
4274,0.044694461
4275,0.137040495
4278,0.044882805
4281,0.067315406
4285,0.081542911
4292,0.131500891
4293,0.059664061
4297,0.155428295
4298,0.043188727
4302,0.126500679
4304,0.086882936
4307,0.27729258
4309,0.101919895
4313,0.07852883
4316,0.061460032
4318,0.064575318
4320,0.019919626
4324,0.802326477
4328,0.146439719
4331,0.168577124
4333,0.057042462
4334,0.040951092
4335,0.30573782
4337,0.444949768
4338,0.467932311
4339,0.137291591
4341,0.064757984
4342,0.030617908
4344,0.035165393
4348,0.038419308
4349,0.046930768
4352,0.056725637
4355,0.04320479
4357,0.081075305
4360,0.181842068
4363,0.023781381
4370,0.213796681
4373,0.113434675
4375,0.270266453
4376,0.402565739
4377,0.027868698
4379,0.040192492
4384,0.084687991
4385,0.116165259
4390,0.027684827
4391,0.104585821
4398,0.256533388
4399,0.117932768
4401,0.081710566
4402,0.025354978
4405,0.031608803
4406,0.040860148
4413,0.012739042
4418,0.134731415
4422,0.059198253
4426,0.087575697
4430,0.131000193
4434,0.103791349
4435,0.043151576
4441,0.09914868
4444,0.033195756
4447,0.048487377
4448,0.023960854
4449,0.161314319
4450,0.360766764
4453,0.073031617
4455,0.03133208
4456,0.029828202
4458,0.204607606
4459,0.040958646
4462,0.056023766
4465,0.071260181
4467,0.098036345
4468,0.177529609
4471,0.24103929
4472,0.07305325
4476,0.128124643
4478,0.072819374
4486,0.027862772
4491,0.099881911
4497,0.064492967
4498,0.145586783
4499,0.077828889
4501,0.241812716
4508,0.041728343
4509,0.162767904
4512,0.369384649
4517,0.030630525
4520,0.301864226
4521,0.036381167
4523,0.113541516
4524,0.04261532
4527,0.051208009
4528,0.787113367
4529,0.776764528
4534,0.143649838
4535,0.0930266
4542,0.102512803
4544,0.018123322
4548,0.014556583
4549,0.053161924
4551,0.037527204
4553,0.163157164
4557,0.824533062
4559,0.055141653
4562,0.091514134
4563,0.135847431
4564,0.157179947
4569,0.182336467
4572,0.162871821
4574,0.009961994
4575,0.121655418
4576,0.231565783
4577,0.610289979
4579,0.048008229
4580,0.029062088
4584,0.218503625
4587,0.387160744
4591,0.833301179
4598,0.012175012
4602,0.12968748
4603,0.038294986
4607,0.048161857
4609,0.026018109
4614,0.227013775
4617,0.183389523
4620,0.080558297
4625,0.023140695
4626,0.11639
4627,0.081227243
4631,0.141973212
4632,0.0441219
4634,0.236374733
4635,0.15675379
4636,0.062013571
4640,0.189717381
4641,0.055592649
4642,0.170980206
4647,0.071283723
4649,0.027156614
4650,0.035462831
4651,0.068635487
4654,0.09830928
4656,0.044782663
4661,0.017247899
4668,0.328966746
4669,0.07776412
4677,0.092342951
4678,0.018609226
4679,0.135969756
