content_id,target_bin,target_bin,target_bin,target_bin
140,0.061265279,0.051564018,0.047639712,0.05348967
148,0.08526905,0.077118093,0.088791401,0.083726181
152,0.030400004,0.040840512,0.027653832,0.032964783
154,0.17895324,0.174360324,0.179129339,0.177480968
155,0.133362608,0.120793823,0.118579853,0.124245428
156,0.089975252,0.049275318,0.07576465,0.07167174
157,0.052558983,0.045597527,0.04266774,0.046941417
160,0.05787267,0.048959515,0.066490171,0.057774118
161,0.182044077,0.151613995,0.198378284,0.177345452
162,0.07838016,0.06023681,0.07761843,0.072078467
168,0.088849803,0.084496565,0.082782854,0.085376408
174,0.054787189,0.064409057,0.05692036,0.058705535
175,0.043330589,0.039028563,0.042243405,0.041534185
193,0.040262267,0.037146867,0.042167244,0.039858793
199,0.227307276,0.255581158,0.244580746,0.242489727
200,0.041376669,0.047305213,0.028326212,0.039002698
201,0.915815018,0.904827505,0.918087559,0.912910027
202,0.047408522,0.040649253,0.037913598,0.041990458
207,0.055632554,0.053937039,0.053124402,0.054231332
209,0.143025162,0.114643024,0.117179203,0.12494913
211,0.051282805,0.019697908,0.044870021,0.038616911
218,0.024528598,0.031294411,0.027290737,0.027704582
219,0.16112927,0.173304186,0.18204854,0.172160665
222,0.021979979,0.023554495,0.022182382,0.022572285
225,0.143143312,0.147628048,0.12509882,0.138623393
232,0.078260247,0.083927826,0.080601272,0.080929782
236,0.135401169,0.139978897,0.139001735,0.138127267
244,0.074683925,0.08263119,0.050173723,0.069162946
246,0.106285336,0.10311197,0.10122758,0.103541628
249,0.150331326,0.130898605,0.152593135,0.144607688
250,0.059731228,0.071049841,0.07669049,0.069157186
253,0.042385243,0.048452805,0.040161911,0.043666653
255,0.12114743,0.092131122,0.128681302,0.113986618
256,0.034323752,0.020693492,0.039627665,0.031548303
261,0.051980511,0.034926829,0.049047247,0.045318196
262,0.115912667,0.140787217,0.092537027,0.116412304
271,0.18332884,0.195868025,0.199691494,0.192962787
273,0.06572091,0.063707796,0.076338628,0.068589111
276,0.028603284,0.02550014,0.028557031,0.027553485
280,0.063051559,0.057882858,0.057861843,0.059598753
282,0.055115755,0.043420193,0.042290558,0.046942169
285,0.023109804,0.021566809,0.027049069,0.023908561
286,0.048841407,0.04492399,0.033124815,0.042296737
292,0.082873828,0.063162491,0.069360242,0.071798854
295,0.259810276,0.245515674,0.23374881,0.246358253
298,0.057159548,0.054155046,0.05845141,0.056588668
299,0.021971918,0.024728447,0.023161715,0.02328736
300,0.055847072,0.059726661,0.042077506,0.052550413
301,0.059388174,0.056805779,0.047625807,0.054606587
302,0.077586138,0.058023316,0.06589871,0.067169388
306,0.74792507,0.74219201,0.732260297,0.740792459
310,0.069858588,0.092667271,0.084672378,0.082399412
314,0.140443852,0.180670516,0.130482995,0.150532454
315,0.052177028,0.057825193,0.037749636,0.049250619
316,0.142724331,0.145313667,0.146384036,0.144807345
321,0.085217508,0.064925285,0.095397928,0.081846907
330,0.539416946,0.534291878,0.587007131,0.553571985
331,0.120516265,0.109018704,0.125384151,0.118306374
336,0.051862745,0.067958322,0.049320103,0.05638039
337,0.049414524,0.051209157,0.058640072,0.053087918
338,0.311858532,0.319529729,0.35677182,0.329386694
339,0.068815669,0.079791581,0.06605744,0.071554896
342,0.114055093,0.121096649,0.119606095,0.118252612
343,0.139569877,0.100048309,0.120182683,0.119933623
345,0.261726667,0.258754163,0.255899264,0.258793364
346,0.045571604,0.043341901,0.043530892,0.044148132
355,0.193124851,0.17179188,0.198920611,0.18794578
358,0.809508098,0.805300389,0.825046839,0.813285109
360,0.114247285,0.173164153,0.135140603,0.14085068
361,0.102878357,0.103022371,0.100942738,0.102281155
364,0.121249215,0.1208781,0.109615637,0.117247651
365,0.123021745,0.117550515,0.12052688,0.12036638
368,0.078392186,0.059265202,0.072636195,0.070097861
371,0.076789256,0.06760765,0.061016473,0.068471126
374,0.346044291,0.325937588,0.359184971,0.343722283
378,0.07563468,0.075434712,0.084475498,0.078514963
379,0.059096521,0.066029394,0.057144527,0.060756814
382,0.011823441,0.022649097,0.014869783,0.01644744
386,0.049594071,0.038177888,0.042127286,0.043299749
394,0.042768004,0.054280455,0.052154476,0.049734311
402,0.071814051,0.073445373,0.067014994,0.070758139
406,0.027371585,0.021050083,0.021635635,0.023352434
407,0.069174603,0.067308086,0.064856606,0.067113098
410,0.082796193,0.066687439,0.069727367,0.073070333
414,0.091697415,0.069995485,0.092155293,0.084616064
415,0.713670674,0.712770434,0.718589802,0.715010303
418,0.236923396,0.23370718,0.25211607,0.240915549
426,0.146422468,0.130685506,0.117603434,0.13157047
429,0.280062104,0.263757193,0.259537505,0.267785601
430,0.029952084,0.031622442,0.024608968,0.028727831
433,0.116484787,0.131284015,0.114343992,0.120704265
435,0.075830619,0.09492277,0.096112561,0.088955317
437,0.033238941,0.032969525,0.033872926,0.033360464
439,0.123753155,0.142520463,0.116829078,0.127700899
444,0.060192383,0.054202533,0.064322312,0.059572409
446,0.060213705,0.06146374,0.051626004,0.057767816
447,0.04569875,0.054802834,0.05854477,0.053015451
454,0.185210605,0.171487255,0.191057838,0.182585233
455,0.171515992,0.146464386,0.20917951,0.175719963
457,0.112856772,0.124916075,0.114312247,0.117361698
459,0.164734142,0.151151296,0.160545211,0.158810216
464,0.077154921,0.064922987,0.076523182,0.07286703
467,0.212434135,0.217509225,0.19436919,0.208104183
469,0.157403806,0.12746189,0.164102479,0.149656058
474,0.070870685,0.077386805,0.098311542,0.082189677
482,0.777441825,0.787811509,0.774293653,0.779848996
483,0.034757446,0.042398954,0.032838025,0.036664808
488,0.062003814,0.081777338,0.086176046,0.076652399
489,0.099107508,0.130354831,0.135699362,0.121720567
492,0.026209587,0.01866937,0.028608302,0.024495753
502,0.301490841,0.226861622,0.289700191,0.272684218
503,0.143598868,0.164902575,0.145919197,0.151473546
505,0.213799993,0.190580995,0.158629009,0.187669999
506,0.126911224,0.123355985,0.107629991,0.119299067
507,0.199040321,0.199006393,0.223470428,0.207172381
510,0.060726456,0.081379493,0.064588172,0.06889804
518,0.108079716,0.109965976,0.107291848,0.108445847
519,0.057537433,0.070281354,0.068960096,0.065592961
520,0.102490432,0.106066736,0.14634993,0.118302366
523,0.016974025,0.015769204,0.013330826,0.015358018
530,0.067905145,0.05333121,0.061969695,0.061068683
533,0.126335505,0.154716786,0.152467348,0.144506546
535,0.032458891,0.035857311,0.031629969,0.033315391
537,0.239651291,0.246836926,0.217383697,0.234623971
538,0.096185416,0.099708949,0.108662606,0.10151899
544,0.098964245,0.076631047,0.081175222,0.085590171
546,0.055054908,0.04026291,0.058032696,0.051116838
548,0.1190391,0.137377345,0.134314568,0.130243671
549,0.032315618,0.051334965,0.040235639,0.041295407
552,0.060162808,0.068766547,0.074616248,0.067848534
555,0.114233323,0.124220692,0.108648555,0.115700857
556,0.10918055,0.1513091,0.147259982,0.135916544
559,0.122696346,0.112440149,0.131872336,0.122336277
562,0.129384127,0.127511286,0.117970889,0.124955434
565,0.075587861,0.064919377,0.075520631,0.07200929
566,0.158280204,0.171069708,0.155901254,0.161750389
578,0.109767313,0.119014254,0.101763555,0.110181707
582,0.139675122,0.135521599,0.15366268,0.142953134
584,0.163398401,0.187085237,0.150396326,0.166959988
587,0.224705152,0.182279842,0.205441219,0.204142071
589,0.060374955,0.05158591,0.057973855,0.056644907
595,0.066656538,0.057239778,0.05316935,0.059021889
596,0.009020262,0.009690079,0.011810463,0.010173601
598,0.043309782,0.030937435,0.039989996,0.038079071
600,0.115683447,0.120802066,0.130417183,0.122300899
601,0.137905785,0.157724038,0.117828398,0.137819407
603,0.03862027,0.043002326,0.037157693,0.03959343
605,0.033878888,0.028462802,0.03365998,0.032000557
607,0.844940626,0.838911601,0.852293622,0.84538195
609,0.156225637,0.144269147,0.145219598,0.14857146
612,0.121803948,0.139921651,0.120174327,0.127299975
614,0.021619288,0.028688876,0.017270061,0.022526075
616,0.215345774,0.220587867,0.240342336,0.225425326
617,0.078598418,0.094870281,0.07457911,0.082682603
619,0.033583697,0.036138955,0.036102312,0.035274988
621,0.027301465,0.02493917,0.022339734,0.024860123
626,0.221368209,0.211133737,0.25720834,0.229903429
630,0.06946924,0.077593049,0.065712906,0.070925065
635,0.112201363,0.083020136,0.090931698,0.095384399
637,0.075097112,0.065069471,0.076566923,0.072244502
643,0.040815882,0.059019321,0.035172262,0.045002488
645,0.097666703,0.082469224,0.093758831,0.091298253
647,0.072696799,0.05989629,0.070064558,0.067552549
650,0.191936853,0.18469939,0.20285647,0.193164237
651,0.111515385,0.126501413,0.063808057,0.100608285
657,0.012858981,0.013097044,0.010813787,0.012256604
658,0.089629931,0.066052431,0.072261303,0.075981222
659,0.119711295,0.120079768,0.10242606,0.114072374
662,0.084987455,0.080971812,0.095831058,0.087263442
665,0.03270541,0.025153735,0.026120396,0.02799318
666,0.089560989,0.078316861,0.074371092,0.080749647
670,0.036633654,0.03182237,0.026478322,0.031644782
673,0.133895356,0.115679217,0.125678046,0.125084206
674,0.151507102,0.162306669,0.150167214,0.154660328
677,0.138929275,0.144887949,0.170025955,0.15128106
680,0.043383282,0.041768647,0.046413795,0.043855241
685,0.029483306,0.030031644,0.023853399,0.02778945
687,0.061725428,0.053867233,0.06418151,0.059924724
693,0.066451671,0.064121694,0.067059508,0.065877624
696,0.089848772,0.099756439,0.099892047,0.096499086
697,0.062454655,0.044689126,0.067651568,0.058265116
698,0.077089915,0.083383676,0.076762669,0.079078753
699,0.038251343,0.037675325,0.036820558,0.037582409
701,0.035505653,0.046178481,0.025916231,0.035866788
702,0.0739606,0.069017667,0.075288557,0.072755608
703,0.098706542,0.099898216,0.106021188,0.101541982
706,0.90614196,0.907309312,0.938977418,0.91747623
709,0.164309238,0.144633658,0.127673716,0.145538871
712,0.367449733,0.357753343,0.376945395,0.367382824
713,0.227333726,0.242976866,0.245246314,0.238518969
715,0.44763658,0.472065741,0.445683744,0.455128688
718,0.121255865,0.135266202,0.119699693,0.125407253
719,0.027370802,0.023844783,0.015641319,0.022285635
721,0.016383822,0.017926365,0.023937848,0.019416011
724,0.078036412,0.084445714,0.096995768,0.086492631
725,0.082548437,0.069548715,0.067073926,0.073057026
730,0.042965554,0.035574499,0.051044959,0.043195004
734,0.040093061,0.051220842,0.036003124,0.042439009
735,0.079086107,0.074236119,0.084181263,0.07916783
738,0.099700478,0.107987737,0.115254854,0.107647689
739,0.131169058,0.12991691,0.124671908,0.128585959
740,0.091981029,0.116801982,0.105086894,0.104623302
744,0.089329977,0.086025493,0.089200309,0.088185259
745,0.055199557,0.050623674,0.04141508,0.049079437
747,0.064942462,0.046611717,0.046874176,0.052809452
751,0.01092103,0.013153664,0.013322862,0.012465852
763,0.162563838,0.168154722,0.168953232,0.166557264
767,0.054822257,0.054081976,0.062386461,0.057096898
768,0.145592555,0.140732233,0.136149503,0.140824764
769,0.247853557,0.253423663,0.267860974,0.256379398
770,0.127054657,0.158341487,0.116688596,0.134028247
771,0.048505262,0.04635447,0.055417814,0.050092515
776,0.85420313,0.84397953,0.852729454,0.850304038
779,0.923655722,0.89390763,0.914359786,0.910641046
787,0.87039703,0.881815063,0.855879532,0.869363875
792,0.180858422,0.18031554,0.154302315,0.171825426
795,0.081747855,0.102163815,0.084142193,0.089351288
807,0.069498948,0.075995339,0.081471713,0.075655333
812,0.187737724,0.175603985,0.186622365,0.183321358
815,0.014630541,0.011258996,0.012415022,0.012768186
816,0.342553816,0.318044707,0.374932872,0.345177131
817,0.166197822,0.151233239,0.167222876,0.161551312
819,0.058788656,0.060113512,0.079168261,0.066023476
820,0.025151196,0.018127331,0.01809685,0.020458459
823,0.114420126,0.099283441,0.105547757,0.106417108
824,0.067111589,0.04969757,0.077312372,0.064707177
827,0.050182533,0.054283481,0.045486339,0.049984118
830,0.163987374,0.171362052,0.179096371,0.171481933
833,0.046767477,0.040112381,0.048495525,0.045125128
834,0.122565465,0.136517176,0.098103337,0.119061993
839,0.144295498,0.127062384,0.130555815,0.133971232
846,0.040116672,0.049325862,0.041478445,0.043640326
848,0.027598906,0.024309726,0.026738186,0.026215606
849,0.018897698,0.012459714,0.027075237,0.01947755
857,0.077216613,0.070820009,0.079246527,0.07576105
871,0.178710638,0.18585969,0.187013756,0.183861361
874,0.874805168,0.880651343,0.91040718,0.88862123
875,0.215420062,0.219315516,0.228564677,0.221100085
876,0.171805854,0.193525181,0.146710149,0.170680395
877,0.068828337,0.056356081,0.061471211,0.062218543
878,0.017021857,0.025014573,0.024041985,0.022026139
879,0.126035038,0.111473661,0.126003207,0.121170635
889,0.051640181,0.045158495,0.054570956,0.050456544
893,0.083090633,0.075537022,0.053871178,0.070832944
899,0.161779293,0.176224904,0.143762157,0.160588785
904,0.1424784,0.112322984,0.151498333,0.135433239
906,0.084239362,0.071566818,0.083582432,0.079796204
910,0.207051861,0.224499631,0.21391685,0.215156114
917,0.158994919,0.160076597,0.157978578,0.159016698
922,0.054568835,0.061746009,0.047606167,0.054640337
925,0.102660456,0.112838929,0.107787672,0.107762353
926,0.315754934,0.297528951,0.31530243,0.309528772
929,0.723516577,0.751607697,0.750634357,0.741919544
930,0.174191483,0.166524642,0.17060462,0.170440248
932,0.017400836,0.020978265,0.029303487,0.022560863
933,0.068772923,0.072102439,0.083872576,0.074915979
939,0.059417112,0.055381734,0.052275334,0.055691393
942,0.146109675,0.14438217,0.122718162,0.137736669
943,0.020031946,0.008086772,0.012513537,0.013544085
949,0.022298845,0.018361471,0.015883862,0.018848059
951,0.125932893,0.144291065,0.122900638,0.131041532
953,0.011513155,0.011927511,0.008103957,0.010514874
954,0.299963341,0.321691774,0.29426664,0.305307252
956,0.038746212,0.038029158,0.043753967,0.040176446
960,0.254929041,0.228475371,0.235708273,0.239704228
961,0.104349474,0.112952888,0.088048098,0.101783487
962,0.266863087,0.257877032,0.241707904,0.255482675
967,0.755161502,0.7959441,0.75471916,0.768608254
968,0.02254295,0.025873005,0.022356447,0.023590801
974,0.196284547,0.192468206,0.167176284,0.185309679
975,0.05800163,0.062588807,0.055405093,0.058665177
976,0.167291516,0.142862552,0.188260432,0.166138166
977,0.119815978,0.111614284,0.134295843,0.121908702
981,0.00959684,0.00500636,0.013101616,0.009234938
984,0.37905706,0.377779802,0.395451905,0.384096255
986,0.915815018,0.904827505,0.918087559,0.912910027
998,0.055721492,0.044444764,0.05269963,0.050955295
1000,0.068162197,0.086612327,0.070315729,0.075030084
1001,0.030695423,0.04043015,0.02233461,0.031153394
1003,0.330310007,0.306194726,0.333625576,0.32337677
1005,0.044434355,0.073744464,0.07078642,0.062988413
1008,0.157277635,0.117894992,0.139966472,0.1383797
1009,0.072443022,0.0790531,0.058934874,0.070143665
1011,0.101124641,0.091859701,0.076566231,0.089850191
1012,0.069720025,0.087689927,0.055619131,0.071009694
1018,0.080339278,0.062714708,0.08220639,0.075086792
1019,0.065126808,0.074281366,0.096104572,0.078504249
1022,0.051501969,0.07312033,0.056921063,0.060514454
1023,0.215474343,0.226351191,0.258794535,0.233540023
1027,0.061866771,0.062536004,0.056429516,0.06027743
1029,0.046491858,0.037178128,0.046741283,0.043470423
1031,0.033832404,0.053959356,0.049692766,0.045828175
1032,0.870185183,0.887495009,0.864585108,0.874088433
1035,0.313810132,0.295003142,0.275652385,0.294821886
1037,0.120125573,0.098839881,0.11687059,0.111945348
1039,0.012310159,0.017943181,0.008538863,0.012930735
1040,0.015637066,0.015419845,0.013020969,0.014692627
1041,0.109494319,0.100283072,0.093907533,0.101228308
1044,0.894910961,0.883065909,0.90640565,0.894794173
1046,0.087392207,0.089083682,0.073157969,0.083211286
1049,0.820293629,0.844718853,0.849773744,0.838262075
1050,0.188815017,0.173361636,0.169239032,0.177138562
1052,0.881094409,0.88392016,0.875789546,0.880268038
1056,0.068869494,0.07007321,0.082892358,0.07394502
1058,0.326274781,0.348272385,0.310525396,0.328357521
1060,0.24374645,0.252035836,0.232446554,0.242742947
1061,0.106551364,0.114113645,0.118464191,0.113043067
1062,0.172712836,0.184795273,0.153509599,0.170339236
1066,0.25616265,0.253344315,0.231585663,0.247030876
1067,0.055956493,0.036134576,0.055377303,0.049156124
1069,0.036962926,0.030420786,0.038081025,0.035154912
1071,0.017274251,0.013141291,0.02590454,0.018773361
1074,0.043053011,0.042145706,0.033078291,0.03942567
1075,0.097968277,0.083997356,0.068954471,0.083640035
1077,0.11473999,0.111379286,0.109186816,0.111768697
1083,0.777010562,0.741992774,0.762939998,0.760647778
1092,0.045515867,0.051699748,0.044635199,0.047283605
1096,0.167871198,0.147150048,0.120943698,0.145321648
1106,0.152877875,0.162028951,0.188864083,0.167923637
1110,0.06948561,0.05486539,0.071820251,0.065390417
1112,0.187282212,0.195539967,0.197391776,0.193404652
1114,0.127346265,0.125107904,0.108655482,0.120369884
1119,0.18320005,0.196579845,0.183440572,0.187740156
1124,0.069732952,0.09231067,0.072389093,0.078144238
1125,0.041631132,0.051901595,0.038639577,0.044057435
1127,0.077913493,0.074930975,0.0983889,0.083744456
1128,0.045921761,0.04540162,0.060254977,0.050526119
1138,0.089426779,0.108932167,0.095991517,0.098116821
1141,0.045441121,0.055483992,0.052082496,0.051002536
1147,0.066865229,0.068520642,0.098937064,0.078107645
1148,0.049382092,0.047125366,0.047741742,0.048083066
1150,0.029544398,0.043858201,0.03500021,0.03613427
1153,0.413754999,0.436313124,0.424914348,0.424994157
1163,0.0625065,0.034155055,0.058011211,0.051557589
1171,0.09631957,0.073304294,0.102724219,0.090782694
1174,0.061377227,0.052672077,0.06316404,0.059071114
1191,0.113309099,0.106881917,0.118355109,0.112848708
1193,0.099853752,0.103325712,0.097679967,0.100286477
1200,0.052222591,0.041051571,0.048850461,0.047374874
1201,0.256138564,0.25288623,0.26578535,0.258270048
1202,0.018682346,0.021776805,0.022925907,0.021128353
1203,0.262555822,0.261941258,0.238522877,0.254339986
1204,0.174821027,0.184338959,0.196379995,0.185179994
1211,0.123894919,0.114655482,0.130093563,0.122881321
1213,0.270417837,0.191850072,0.214458198,0.225575369
1214,0.839357607,0.865876612,0.849532579,0.851588933
1219,0.108737412,0.074735983,0.106539921,0.096671105
1223,0.087681103,0.076877955,0.083830751,0.082796603
1226,0.104480083,0.07156606,0.121567052,0.099204399
1228,0.010988921,0.01205101,0.02241346,0.01515113
1229,0.113912691,0.092962708,0.124564996,0.110480132
1230,0.041475736,0.044229366,0.027438571,0.037714558
1242,0.146029233,0.12564215,0.11763095,0.129767444
1244,0.860169147,0.883217097,0.873795698,0.872393981
1248,0.030238453,0.041814725,0.042373231,0.038142136
1250,0.010349795,0.013380341,0.012169578,0.011966571
1256,0.05248041,0.068060884,0.039175559,0.053238951
1257,0.1057618,0.10089333,0.106531058,0.104395396
1258,0.042426591,0.062394387,0.067870412,0.057563797
1262,0.089018353,0.098555635,0.091002642,0.092858877
1263,0.079701716,0.063146156,0.06531715,0.06938834
1266,0.081455468,0.079470737,0.091267694,0.084064633
1267,0.809671836,0.807616981,0.758256957,0.791848591
1268,0.284217779,0.277715846,0.279367691,0.280433772
1272,0.045836895,0.030355911,0.03508601,0.037092939
1273,0.118214126,0.133572629,0.131805933,0.127864229
1277,0.021031296,0.025136658,0.027520993,0.024562982
1279,0.387969294,0.411432643,0.373962968,0.391121635
1286,0.081070559,0.080687735,0.086427884,0.082728726
1291,0.063444573,0.07586871,0.094380314,0.077897866
1295,0.083586618,0.072148545,0.081181519,0.078972227
1301,0.040976416,0.045149869,0.035928094,0.040684793
1302,0.062251993,0.071346458,0.069693078,0.067763843
1304,0.182443093,0.203811587,0.182367242,0.189540641
1305,0.058785377,0.046295536,0.052944585,0.052675166
1311,0.048841597,0.059234059,0.052349165,0.05347494
1314,0.037229013,0.028119203,0.0380125,0.034453572
1319,0.840864564,0.831014401,0.806659242,0.826179402
1322,0.022641356,0.016927181,0.010803835,0.01679079
1324,0.112006089,0.141514901,0.104662693,0.119394561
1325,0.115862066,0.101293023,0.113285378,0.110146823
1329,0.007562032,0.010510501,0.008719979,0.008930838
1330,0.855409065,0.866777864,0.866898382,0.863028437
1333,0.871203629,0.87128718,0.862754199,0.868415003
1341,0.118528504,0.124852957,0.109835799,0.117739087
1344,0.097386986,0.106909254,0.112474476,0.105590239
1345,0.138986921,0.155357977,0.141101512,0.145148803
1350,0.263848071,0.24360792,0.267546517,0.258334169
1353,0.007055709,0.010321553,0.01288005,0.010085771
1359,0.135247624,0.138624956,0.160629848,0.144834143
1360,0.092283139,0.093829871,0.105749649,0.097287553
1362,0.884802579,0.899521773,0.884085018,0.88946979
1363,0.041143885,0.024624681,0.030092754,0.031953773
1366,0.243358155,0.244613967,0.253982478,0.2473182
1367,0.050341829,0.053847529,0.051307916,0.051832425
1374,0.007653641,0.008874474,0.00799787,0.008175328
1377,0.177070552,0.188666327,0.183750629,0.183162503
1379,0.044080736,0.040591606,0.050417767,0.045030036
1381,0.116251409,0.121406066,0.13314464,0.123600705
1382,0.084382908,0.093671508,0.080846082,0.086300166
1384,0.139692078,0.116446459,0.118093441,0.124743993
1386,0.060508485,0.044014077,0.057508549,0.05401037
1389,0.029184883,0.023697635,0.036021708,0.029634742
1390,0.792183736,0.790398392,0.798527909,0.793703346
1393,0.740467416,0.721131443,0.764800939,0.742133266
1395,0.11208474,0.117344701,0.104774847,0.111401429
1398,0.196426036,0.204027685,0.181164268,0.193872663
1400,0.074781917,0.086990169,0.095750672,0.085840919
1402,0.844986701,0.85509727,0.881074914,0.860386295
1404,0.052461199,0.050308325,0.065344987,0.05603817
1406,0.038966226,0.03147962,0.039222822,0.036556223
1411,0.886673172,0.857772499,0.872689073,0.872378248
1412,0.036521955,0.028232904,0.036441026,0.033731962
1413,0.21200172,0.228731391,0.250003783,0.230245631
1419,0.037044006,0.049022251,0.051054766,0.045707008
1428,0.132148611,0.145787397,0.159036668,0.145657559
1431,0.802805827,0.785510428,0.783619194,0.79064515
1432,0.017983534,0.016884467,0.01591242,0.016926807
1438,0.38982194,0.362458896,0.392242408,0.381507748
1443,0.297383531,0.31053843,0.302029437,0.303317133
1444,0.032346404,0.039484091,0.031433751,0.034421415
1449,0.165970194,0.147864831,0.172784808,0.162206611
1451,0.888793045,0.887931994,0.869189053,0.881971364
1453,0.13593917,0.124989195,0.141706285,0.13421155
1459,0.267320217,0.229107048,0.27205187,0.256159712
1460,0.128035324,0.127708579,0.152146903,0.135963602
1463,0.292069389,0.303291092,0.276240243,0.290533575
1467,0.118981782,0.122141162,0.108873427,0.116665457
1470,0.329451201,0.34110278,0.335031403,0.335195128
1473,0.027044588,0.04329268,0.030961939,0.033766403
1476,0.027124116,0.020548214,0.014275908,0.020649413
1481,0.168574798,0.142123671,0.136679743,0.149126071
1483,0.145438214,0.150475057,0.132306277,0.142739849
1487,0.028408972,0.031167942,0.025903894,0.028493603
1490,0.803552345,0.812932887,0.797995186,0.804826806
1493,0.174961364,0.164079192,0.172811249,0.170617268
1495,0.861780354,0.861550544,0.885751859,0.869694252
1498,0.105781385,0.107391873,0.145995346,0.119722868
1501,0.173579832,0.167780918,0.175576359,0.172312369
1503,0.082430174,0.08251135,0.07478378,0.079908435
1504,0.099573159,0.094950589,0.115823684,0.103449144
1509,0.103400643,0.140953977,0.096942936,0.113765852
1510,0.168701115,0.167563259,0.154649493,0.163637955
1514,0.185400793,0.191290369,0.181091969,0.18592771
1519,0.122724527,0.115154798,0.121202934,0.119694086
1522,0.022819274,0.032829549,0.013790158,0.023146327
1523,0.285026114,0.265505949,0.266505259,0.272345774
1525,0.102471819,0.084896444,0.089822416,0.092396893
1529,0.073691872,0.06702832,0.066291301,0.069003831
1532,0.235367828,0.251677192,0.225743685,0.237596235
1534,0.022624082,0.022022239,0.024352842,0.022999721
1538,0.362900976,0.378515858,0.397485192,0.379634008
1539,0.220591513,0.221416738,0.217636572,0.219881607
1549,0.024957434,0.010789323,0.017986175,0.017910977
1550,0.050044032,0.045907245,0.04306668,0.046339319
1551,0.080556792,0.071080867,0.060906098,0.070847919
1554,0.089043483,0.121393755,0.075448598,0.095295278
1559,0.102202906,0.090225351,0.07870028,0.090376179
1568,0.324746796,0.295731904,0.309721592,0.310066764
1574,0.151463648,0.144884313,0.122237929,0.13952863
1579,0.070204132,0.069834321,0.062273808,0.06743742
1580,0.327683628,0.355062474,0.332425593,0.338390565
1588,0.184839795,0.170874791,0.150091396,0.168601994
1592,0.309690649,0.291165082,0.330069239,0.310308323
1595,0.050240768,0.045946255,0.043410625,0.046532549
1596,0.173996689,0.221554095,0.188362371,0.194637718
1597,0.931218658,0.930321458,0.948573656,0.936704591
1599,0.059664215,0.062900502,0.050630489,0.057731735
1604,0.166377388,0.171331952,0.140153867,0.159287735
1606,0.175713271,0.166209781,0.14840798,0.163443677
1609,0.228693609,0.224355304,0.204805711,0.219284875
1612,0.036989629,0.040600366,0.025142319,0.034244104
1613,0.021634779,0.018448337,0.035122687,0.025068601
1617,0.078749785,0.071239771,0.057329189,0.069106248
1618,0.052499059,0.0479546,0.044259315,0.048237658
1627,0.062999046,0.074218545,0.065085473,0.067434355
1629,0.114608847,0.112077917,0.120755516,0.115814093
1631,0.030238314,0.029791314,0.022099988,0.027376538
1632,0.136772847,0.107713725,0.118770444,0.121085672
1633,0.144509342,0.147699582,0.168967935,0.15372562
1637,0.125775691,0.125890659,0.123873014,0.125179788
