"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB","Default","query_days","usage_number","LevelPaymentSettlement","LevelTech","Account","PaymentSettlement","Browsing","OperationalCapabilities","GeneralInformation","NoBrowse","Payment","FullPayment","Redirected","Nosupport.ThirdParty","SlowBrowse","Utilities","ExplanationofCharges","Change","MultipleItems.EntireBill","UpdatePaymentInformation","GeneralInquiry","Retention","CommenceDays","Warrentydays","predict","predictclass"
"11","VALID","PWR","Open","Female","Northern","BOUGHT",51,"Three Full Years",11,0,22,0,"3",0,2013,1,19,2015,7,17," Card II TYPE",660.135,0,2193.26,0,106.3,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,13,0.00946875368943438,0
"12","VALID","CHC","Open","Female","Western","Unknown",54.39915686,"Three Full Years",6,0,22,0,"None",0,2014,8,28,2016,7,28,"None",0,0,2185.98,0,303.45,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,-363,0.00316151693207212,0
"13","VALID","CHC","Open","Female","Eastern","Unknown",46.36669048,"Three Full Years",3,0,12,0,"None",0,2014,8,27,2016,7,27,"None",0,0,0,0,0,1,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,-362,0.0321550797300879,0
"14","VALID","CHC","Open","Male","Western","Second Hand",55.11709436,"Three Full Years",6,0,22,0,"None",0,2014,8,26,2016,7,23,"None",0,0,2010.65,0,188.65,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,-358,0.0074157160485629,0
"15","VALID","CHC","Open","Male","Northern","Second Hand",56,"Three Full Years",2,0,12,0,"None",0,2014,8,28,2016,8,3,"None",0,0,1472.92,294,179.35,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,-368,0.0338439184115268,0
"16","VALID","CHC","Open","Male","Western","Second Hand",54,"Three Full Years",3,0,7,0,"None",0,2014,8,27,2016,7,27,"None",0,0,2203.46,302,971.15,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,-362,0.0121087950677611,0
"17","VALID","CHC","Open","Female","Northern","Second Hand",38,"Three Full Years",2,0,21,0,"None",0,2014,8,28,2016,7,28,"None",0,0,1507.53,0,119.75,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,-363,0.0174803942614235,0
"18","VALID","CHC","Open","Male","Northern","Second Hand",45,"Three Full Years",4,10,2,0,"None",0,2014,8,27,2016,7,27,"None",0,0,2188.32,185,1047.8,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,-362,0.024313953039702,0
"19","VALID","CHC","Open","Male","Northern","Second Hand",51.19085714,"Three Full Years",2,0,12,0,"None",0,2014,8,28,2016,8,3,"None",0,0,1937.37,0,206.05,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,-368,0.0193500684606843,0
"20","VALID","CHC","Open","Female","Eastern","Second Hand",36,"Three Full Years",10,0,17,0,"None",0,2014,9,21,2016,7,21,"None",0,0,1888.1,148,758.5,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,-356,0.0126179832075723,0
"21","VALID","CHC","Open","Female","Eastern","Second Hand",48,"Three Full Years",6,0,17,0,"None",0,2014,9,21,2016,9,21,"None",0,0,2191.1,0,310.3,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,-416,0.00483271707431413,0
"22","VALID","POP","Open","Male","Eastern","RENTED",47,"Three Full Years",7,10,21,0,"3",0,2012,6,10,2015,7,22," Card II TYPE",960.225,0,2188.33,0,180.35,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,8,0.0150940310193691,0
"23","VALID","PWR","Open","Male","Northern","BOUGHT",48,"Three Full Years",3,0,22,0,"3",0,2013,2,24,2015,7,5," Card II TYPE",660.24,0,1923.22,91,291.65,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,25,0.0109974153684452,0
"24","VALID","CHC","Open","Female","Eastern","RENTED",67,"Three Full Years",9,5,22,0,"3",0,2014,5,20,2016,7,15," Card II TYPE",643.23,0,2100.13,657,118.3,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,-350,0.00347317023726646,0
"25","VALID","PWR","Open","Male","Western","RENTED",55,"Three Full Years",3,0,17,0,"3",0,2011,11,5,2015,7,28," Card I TYPE",646.695,0,2047.69,0,217.45,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,2,0.0175197156055365,0
"26","VALID","PWM","Open","Female","Northern","RENTED",47,"Three Full Years",5,0,22,1,"3",0,2012,2,13,2015,7,19," Card II TYPE",1236.9,0,1991.83,0,366,0,-67,"3",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,11,0.00500693519087508,0
"27","VALID","MXX","Open","Male","Eastern","RENTED",60,"Three Full Years",7,0,17,1,"3",0,2012,1,11,2015,7,8," Card II TYPE",1483.23,0,0,0,0,0,-70,"4",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1294,22,0.082613302975893,0
"28","VALID","PWM","Open","Male","Eastern","BOUGHT",51,"Three Full Years",6,0,21,0,"2",0,2012,8,28,2015,7,14,"Paper based/Post",11.025,0,2201.67,0,650.25,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,16,0.0292155544441193,0
"29","VALID","PWM","Open","Male","Western","BOUGHT",54,"Three Full Years",4,13,12,0,"3",0,2012,9,5,2015,7,20," Card II TYPE",1122.87,0,2196.88,0,685.05,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,10,0.0239966044791508,0
"30","VALID","KLA","Open","Female","Northern","RENTED",68,"Three Full Years",6,14,17,0,"2",0,2011,12,30,2015,8,2," Card II TYPE",1056.3,0,2199.1,0,549.1,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,-2,0.0239484130158089,0
"31","VALID","POP","Open","Male","Eastern","RENTED",58,"Three Full Years",8,5,22,0,"3",0,2011,11,21,2015,7,29,"Paper based/Post",1071.84,0,2198.48,0,219.85,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,1,0.0222478739796206,0
"32","VALID","PWM","Open","Male","Eastern","RENTED",53,"Three Full Years",7,0,21,0,"3",0,2011,10,14,2015,7,25," Card II TYPE",1168.965,0,2041.18,0,432.45,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,5,0.0183363790696021,0
"33","VALID","PWR","Open","Male","Northern","RENTED",57,"Three Full Years",3,0,17,2,"3",0,2012,7,1,2015,7,12," Card II TYPE",782.25,0,2103.32,0,185.3,0,-82,"3",0,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1124,18,0.0507142083961517,0
"34","VALID","PMM","Open","Male","Northern","RENTED",47,"Three Full Years",6,0,12,1,"3",0,2014,4,10,2016,7,26," Card II TYPE",782.25,0,1614.15,0,180,0,-52,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,475,-361,0.0103362247773912,0
"35","VALID","POP","Open","Male","Northern","BOUGHT",43,"Three Full Years",6,0,21,0,"3",0,2012,1,18,2015,7,26," Card II TYPE",898.695,0,2188.93,0,166.2,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,4,0.0494203920795117,0
"36","VALID","PWR","Open","Female","Eastern","RENTED",47,"Three Full Years",3,0,12,0,"3",0,2011,12,17,2015,7,26," Card II TYPE",648.585,0,1767.02,0,200.95,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,4,0.043796442294959,0
"37","VALID","KLA","Open","Male","Northern","RENTED",48.30933963,"Three Full Years",3,0,12,0,"None",0,2011,10,7,2015,8,3,"None",0,0,2186.25,0,40,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,-3,0.0738054402598646,0
"38","VALID","POP","Open","Male","Northern","RENTED",74,"Three Full Years",5,0,22,3,"None",0,2012,2,17,2015,8,3,"None",0,0,554.94,0,129.15,1,-62,"3",2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1258,-3,0.0927144736899063,0
"39","VALID","PWR","Open","Female","Northern","BOUGHT",70,"Three Full Years",3,14,22,0,"None",0,2012,2,24,2015,7,29,"None",0,0,1793.68,0,53.3,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,1,0.0617842726679519,0
"40","VALID","PWR","Open","Female","Eastern","RENTED",61,"Full Year",6,20,22,0,"None",0,2012,7,29,2015,7,13,"None",0,0,2183.95,0,38.05,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,17,0.0443888203536626,0
"41","VALID","PWR","Open","Male","Eastern","BOUGHT",52.5252402,"Three Full Years",6,0,22,0,"None",0,2012,3,31,2015,7,29,"None",0,0,2197.69,0,280.75,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,1,0.035690179228317,0
"42","VALID","POP","Open","Female","Northern","BOUGHT",57,"Three Full Years",4,18,17,3,"None",0,2013,11,10,2016,7,19,"None",0,0,1905.25,0,328.95,1,-54,"3",3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,630,-354,0.0325226380289532,0
"43","VALID","PWR","Closed","Female","Eastern","RENTED",43.15583333,"Three Full Years",4,0,7,0,"None",0,2013,2,5,2015,7,5,"None",0,0,0,0,0,1,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,25,0.109504451598972,0
"44","VALID","PWM","Open","Male","Northern","RENTED",72,"Three Full Years",6,13,21,1,"None",0,2011,9,30,2015,7,22,"None",0,0,2149.63,0,613.15,1,-61,"3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,8,0.0351228353448678,0
"45","VALID","PPL","Open","Male","Western","RENTED",45.85254762,"Three Full Years",6,0,12,0,"None",0,2015,3,3,2017,2,13,"None",0,0,1943.75,0,66.2,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,-563,0.0112769487388432,0
"46","VALID","KLA","Open","Female","Western","RENTED",48,"Three Full Years",8,6,17,3,"None",0,2011,10,13,2015,7,29,"None",0,0,1941.77,0,590.1,1,-102,"3",1,2,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1387,1,0.175159780260175,1
"47","VALID","PMM","Open","Female","Eastern","RENTED",67,"Three Full Years",3,0,22,0,"3",0,2014,3,13,2016,7,9,"Paper based/Post",750.54,0,1162.65,0,56.15,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,-344,0.00325090474472381,0
"48","VALID","MXX","Open","Female","Northern","RENTED",46,"Three Full Years",10,12,17,1,"None",1,2011,12,14,2015,7,23,"None",0,1402.8,2042.65,4,312.95,1,-101,"3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1326,7,0.090624976224266,0
"49","VALID","PRS","Open","Male","Western","RENTED",47,"Three Full Years",6,0,22,0,"None",0,2011,10,25,2015,7,31,"None",0,0,2073.73,0,225.1,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,-1,0.0125722659185994,0
"50","VALID","POP","Open","Female","Northern","RENTED",61,"Three Full Years",4,0,17,1,"None",0,2012,2,15,2015,7,10,"None",0,0,2005.05,0,435.35,1,-34,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1260,20,0.0336501721851528,0
"51","VALID","PPL","Open","Male","Eastern","BOUGHT",52,"Three Full Years",5,0,17,2,"None",0,2014,10,25,2016,10,13,"None",0,0,1860.77,434,245.6,1,-55,"3",0,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,280,-438,0.114898646606132,0
"52","VALID","PMM","Open","Male","Western","RENTED",55.90358333,"Three Full Years",4,0,22,0,"None",0,2014,8,27,2016,8,4,"None",0,0,1870.39,61,266.7,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,-369,0.00332806686591357,0
"53","VALID","PRP","Open","Male","Northern","RENTED",40,"Three Full Years",4,0,12,0,"None",0,2014,6,17,2016,7,8,"None",0,0,2104.38,0,93.05,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,-343,0.026089923313586,0
"54","VALID","PPL","Open","Male","Eastern","RENTED",63,"Three Full Years",1,6,17,2,"None",0,2013,9,7,2015,8,28,"None",0,0,1880.33,0,173.05,1,-116,"3",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,-28,0.0745113577395678,0
"55","VALID","PWR","Open","Female","Northern","RENTED",76,"Three Full Years",3,14,21,0,"None",0,2012,5,12,2015,7,26,"None",0,0,2009.93,0,169.15,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,4,0.0460024789432064,0
"56","VALID","KLA","Open","Female","Eastern","RENTED",60,"Three Full Years",6,0,21,0,"None",0,2013,5,6,2015,8,2,"None",0,0,2120.58,265,638.75,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,-2,0.0648831817987375,0
"57","VALID","PMM","Open","Female","Eastern","BOUGHT",56,"Three Full Years",8,5,17,0,"None",0,2014,5,16,2016,7,9,"None",0,0,1939.23,65,211.3,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,-344,0.00382271852600388,0
"58","VALID","KLA","Open","Male","Western","RENTED",64,"Three Full Years",8,0,22,1,"None",0,2012,3,3,2015,7,8,"None",0,0,2169.22,102,828.85,1,-68,"3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,22,0.0513672360091005,0
"59","VALID","POP","Open","Female","Western","RENTED",60,"Three Full Years",7,0,22,0,"3",0,2011,11,29,2015,7,20," Card II TYPE",962.22,0,2057.1,0,405.55,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,10,0.0130964355941396,0
"60","VALID","KLA","Open","Male","Western","BOUGHT",47.46183333,"Three Full Years",5,0,17,0,"None",0,2014,12,17,2016,12,1,"None",0,0,2050.8,44,725.65,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,-486,0.0286095006293617,0
"61","VALID","POP","Open","Female","Northern","RENTED",64,"Three Full Years",4,0,12,0,"None",0,2011,10,28,2015,7,9,"None",0,0,1488.97,0,0,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,21,0.0768058996573091,0
"62","VALID","PRR","Open","Male","Eastern","RENTED",51,"Three Full Years",7,6,17,0,"None",0,2014,9,24,2016,9,13,"None",0,0,2043.85,0,288.2,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,-408,0.0188716583519708,0
"63","VALID","PWR","Open","Male","Eastern","RENTED",62,"Three Full Years",3,0,12,0,"None",0,2013,8,6,2015,7,31,"None",0,0,1026.63,0,224.15,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,-1,0.0935990145136602,0
"64","VALID","PWM","Open","Female","Eastern","RENTED",55,"Three Full Years",2,5,22,0,"None",0,2012,6,27,2015,8,3,"None",0,0,2188.38,0,234.9,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,-3,0.0387479072627611,0
"65","VALID","PWR","Open","Male","Western","RENTED",75,"Three Full Years",8,5,22,0,"None",0,2012,12,18,2015,7,28,"None",0,0,2079.75,0,115.35,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,2,0.0586008453643881,0
"66","VALID","PRP","Open","Male","Eastern","RENTED",55,"Three Full Years",4,8,22,0,"None",0,2012,6,6,2015,7,31,"None",0,0,2103.06,24,315.05,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,-1,0.0278333529797383,0
"67","VALID","PWR","Open","Male","Eastern","RENTED",54.48633333,"Three Full Years",5,0,22,1,"None",0,2013,6,13,2015,7,10,"None",0,0,2166.24,0,151.6,1,-88,"3",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,777,20,0.0505560343328398,0
"68","VALID","POP","Open","Male","Northern","RENTED",52,"Three Full Years",3,0,12,0,"None",0,2013,12,4,2016,7,9,"None",0,0,1811.22,0,47.75,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,-344,0.0185527112986892,0
"69","VALID","PRR","Open","Male","Western","RENTED",58,"Three Full Years",7,0,12,0,"None",0,2013,4,25,2015,7,21,"None",0,0,2201.64,315,660.75,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,9,0.0955162604390644,0
"70","VALID","PPL","Open","Male","Northern","BOUGHT",56,"Three Full Years",3,0,22,0,"3",0,2014,7,29,2016,8,4," Card II TYPE",524.895,0,1984,0,209.7,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,-369,0.00501960292516742,0
"71","VALID","PPL","Open","Male","Northern","BOUGHT",26,"Three Full Years",6,0,7,0,"3",0,2012,10,9,2015,8,4," Card II TYPE",629.895,0,1923.44,0,64.7,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,-4,0.098353927338263,0
"72","VALID","PRP","Open","Male","Eastern","BOUGHT",46.36098485,"Three Full Years",4,0,1,0,"None",0,2012,2,21,2015,7,14,"None",0,0,2029.16,417,385.65,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,16,0.0905049309781752,0
"73","INVALID","PWR","Open","Female","Northern","RENTED",62,"Three Full Years",4,0,7,0,"None",0,2011,10,12,2015,7,16,"None",0,0,2195.69,0,42.95,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,14,0.129827399038244,0
"74","VALID","PWM","Open","Male","Eastern","BOUGHT",53,"Three Full Years",13,6,22,2,"None",1,2011,12,31,2015,8,3,"None",0,899.9,2199.32,0,239,1,-104,"3",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1309,-3,0.145800000011921,0
"75","VALID","PWR","Open","Male","Eastern","RENTED",20,"Three Full Years",4,0,17,0,"None",0,2012,1,23,2015,7,26,"None",0,0,2121.72,617,497.65,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,4,0.11689331380045,0
"76","VALID","PWR","Open","Male","Northern","RENTED",69,"Three Full Years",5,0,17,0,"3",0,2012,5,3,2015,7,17," Card I TYPE",891.345,0,2196.7,0,172.15,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,13,0.0171895125515293,0
"77","VALID","PMM","Open","Female","Eastern","RENTED",43,"Full Year",4,0,17,0,"None",0,2014,4,21,2015,7,18,"None",0,0,2180.12,0,150.45,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,12,0.023811090586707,0
"78","INVALID","CNN","Open","Female","Eastern","RENTED",35,"Three Full Years",3,0,7,0,"None",0,2012,10,11,2015,7,23,"None",0,0,2023.02,563,223.6,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,7,0.158171738225501,0
"79","VALID","PRP","Open","Male","Western","RENTED",58,"Three Full Years",4,14,21,4,"None",1,2012,11,20,2015,7,17,"None",0,1483.2,2192.18,0,309,1,-67,"3",2,2,1,3,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,985,13,0.11057235320285,0
"80","VALID","POP","Open","Female","Northern","RENTED",59,"Three Full Years",1,0,21,1,"None",0,2013,1,23,2015,7,16,"None",0,0,1988.33,0,448.6,1,-34,"3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,14,0.0409036121391691,0
"81","VALID","PWR","Open","Female","Eastern","RENTED",62,"Three Full Years",4,9,7,0,"None",0,2013,1,25,2015,8,4,"None",0,0,2080.9,57,348.6,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,-4,0.127706356122624,0
"82","VALID","PWR","Open","Male","Western","BOUGHT",49.18908662,"Three Full Years",3,0,7,0,"3",0,2013,2,27,2015,7,8," Card II TYPE",660.87,0,2206.42,0,26.5,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,22,0.0238313622905407,0
"83","VALID","CNN","Open","Male","Eastern","RENTED",65,"Three Full Years",7,0,22,1,"None",0,2013,4,24,2015,7,22,"None",0,0,1781.82,159,192.9,1,-93,"3",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,8,0.0613546884732787,0
"84","VALID","PWM","Open","Female","Eastern","RENTED",41,"Three Full Years",5,0,22,0,"None",0,2013,4,24,2015,7,28,"None",0,0,2093.18,0,432.1,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,2,0.0384140562582761,0
"85","VALID","POP","Open","Female","Eastern","RENTED",44,"Three Full Years",3,0,7,0,"None",0,2013,8,6,2015,8,26,"None",0,0,1874.92,0,183.7,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,-26,0.0855650544953532,0
"86","VALID","PWM","Open","Male","Western","RENTED",37,"Three Full Years",4,0,17,0,"None",0,2013,9,4,2015,9,14,"None",0,0,1858.78,0,53.6,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,-44,0.0533550482264254,0
"87","VALID","POP","Open","Male","Northern","RENTED",36,"Three Full Years",4,20,17,0,"None",0,2013,9,16,2015,9,19,"None",0,0,2187.95,0,192,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,-49,0.027563451979775,0
"88","VALID","CNN","Open","Male","Eastern","RENTED",55.21033333,"Three Full Years",3,0,21,0,"None",0,2013,10,3,2015,10,12,"None",0,0,1654.06,0,0.85,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,-72,0.0613729231804609,0
"89","VALID","PWR","Open","Male","Northern","RENTED",50,"Three Full Years",6,9,21,0,"None",0,2013,11,26,2016,5,20,"None",0,0,1573.15,0,0.15,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,-295,0.0368520828145556,0
"90","VALID","CHC","Open","Male","Northern","RENTED",78,"Three Full Years",3,14,21,0,"None",0,2014,1,23,2016,1,30,"None",0,0,1716.35,187,106.9,1,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,-185,0.0301509095653892,0
