,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention
10,M11,2011-11-01,VALID,KLA,Open,Male,Northern,RENTED,44.0,Three Full Years,4.0,0.0,21.0,2015-03-23,0,0,0,3,0,2011.0,11.0,1.0,2015.0,3.0,23.0, Card II TYPE,1489.425,None,0.0,1937.32,911.0,1318.25,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,M12,2012-08-01,VALID,POP,Open,Female,Northern,RENTED,63.0,Three Full Years,7.0,5.0,22.0,2015-04-03,0,0,0,3,0,2012.0,8.0,1.0,2015.0,4.0,3.0, Card II TYPE,963.06,None,0.0,2030.42,0.0,296.9,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,M13,2013-12-17,VALID,PRP,Open,Male,Eastern,RENTED,60.0,Three Full Years,7.0,6.0,22.0,2016-04-03,0,0,4,3,0,2013.0,12.0,17.0,2016.0,4.0,3.0, Card II TYPE,953.19,None,0.0,2182.65,198.0,412.85,604506.0,0,69,3,1,3,1,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
13,M14,2011-10-05,VALID,POP,Open,Male,Northern,RENTED,46.0,Three Full Years,9.0,0.0,22.0,2015-04-03,0,0,0,3,0,2011.0,10.0,5.0,2015.0,4.0,3.0, Card II TYPE,963.585,None,0.0,2173.06,0.0,223.7,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,M15,2012-06-08,VALID,PWR,Open,Female,Eastern,BOUGHT,60.0,Three Full Years,7.0,10.0,22.0,2015-03-16,0,0,3,3,0,2012.0,6.0,8.0,2015.0,3.0,16.0,Paper based/Post,682.395,None,0.0,1787.14,0.0,45.2,604506.0,0,55,3,2,1,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
15,M16,2011-11-22,VALID,POP,Open,Male,Northern,RENTED,64.0,Three Full Years,7.0,18.0,17.0,2015-03-06,0,0,0,3,0,2011.0,11.0,22.0,2015.0,3.0,6.0, Card I TYPE,951.3,None,0.0,1934.03,0.0,418.4,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,M17,2011-12-12,VALID,KLA,Open,Male,Eastern,RENTED,38.0,Three Full Years,6.0,5.0,17.0,2015-03-12,0,0,4,3,0,2011.0,12.0,12.0,2015.0,3.0,12.0, Card II TYPE,1022.175,None,0.0,1998.32,212.0,1008.45,604506.0,0,79,3,2,2,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
17,M18,2012-04-19,VALID,PWR,Open,Male,Eastern,RENTED,72.0,Three Full Years,4.0,0.0,22.0,2015-03-12,0,0,2,3,0,2012.0,4.0,19.0,2015.0,3.0,12.0, Card II TYPE,645.225,None,0.0,2148.21,6.0,222.5,604506.0,0,50,3,1,1,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18,M19,2011-10-20,VALID,PWR,Open,Male,Northern,RENTED,59.0,Three Full Years,3.0,8.0,22.0,2015-03-13,0,0,0,3,0,2011.0,10.0,20.0,2015.0,3.0,13.0, Card II TYPE,668.64,None,0.0,1785.93,0.0,109.2,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,M20,2013-01-17,VALID,PWR,Open,Male,Western,RENTED,45.0,,3.0,0.0,4.0,,0,0,0,3,0,2013.0,1.0,17.0,,,, Card II TYPE,751.695,None,0.0,2059.84,0.0,91.35,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,M21,2012-12-01,VALID,PWR,Open,Male,Southern,BOUGHT,52.0,,7.0,0.0,21.0,,0,0,0,3,0,2012.0,12.0,1.0,,,, Card II TYPE,629.895,None,0.0,2084.48,0.0,26.4,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,M22,2012-07-03,VALID,PRR,Open,Male,Western,BOUGHT,61.0,Three Full Years,6.0,0.0,22.0,2015-03-24,0,0,1,2,0,2012.0,7.0,3.0,2015.0,3.0,24.0, Card II TYPE,346.92,None,0.0,2179.39,423.0,633.55,604506.0,0,83,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,M23,2011-10-26,VALID,PWR,Open,Female,Eastern,RENTED,68.0,Three Full Years,4.0,14.0,21.0,2015-03-25,0,0,0,3,0,2011.0,10.0,26.0,2015.0,3.0,25.0, Card I TYPE,682.29,None,0.0,1874.68,0.0,166.6,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,M24,2012-06-09,VALID,PWM,Open,Male,Eastern,BOUGHT,48.0,Three Full Years,9.0,6.0,21.0,2015-03-17,0,0,0,3,0,2012.0,6.0,9.0,2015.0,3.0,17.0, Card II TYPE,1049.895,None,0.0,2062.87,0.0,671.65,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,M25,2011-10-11,VALID,MXX,Open,Male,Western,RENTED,60.0,Three Full Years,7.0,5.0,22.0,2015-03-19,0,0,1,3,0,2011.0,10.0,11.0,2015.0,3.0,19.0, Card I TYPE,2347.695,None,0.0,2158.45,0.0,962.5,604506.0,0,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,M26,2013-08-02,VALID,CNN,Open,,Northern,BOUGHT,,Full Year Plus 3 Months,,,,2015-03-08,0,0,0,3,0,2013.0,8.0,2.0,2015.0,3.0,8.0, Card II TYPE,546.525,None,0.0,1586.39,0.0,7.45,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,M27,2012-02-11,VALID,PWP,Open,Female,Western,RENTED,41.0,Three Full Years,8.0,0.0,21.0,2015-03-07,0,0,1,3,0,2012.0,2.0,11.0,2015.0,3.0,7.0, Card II TYPE,742.665,None,0.0,2044.32,0.0,90.8,604506.0,0,19,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,M28,,,CHC,Open,Female,Northern,Unknown,54.0,,7.0,8.0,17.0,,0,0,0,0,0,,,,,,,None,0.0,None,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,M29,,,CHC,Open,Male,Northern,Unknown,46.0,,5.0,0.0,22.0,,0,0,0,0,0,,,,,,,None,0.0,None,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,M30,2014-08-26,,CHC,Open,,Northern,Second Hand,,,,,,,0,0,0,0,0,2014.0,8.0,26.0,,,,None,0.0,None,0.0,1817.7,0.0,248.15,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,M31,2014-08-28,,CHC,Open,,Eastern,Second Hand,,,,,,,0,0,0,0,0,2014.0,8.0,28.0,,,,None,0.0,None,0.0,1602.2,0.0,223.65,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,M32,2014-08-26,,CHC,Open,Female,Northern,Second Hand,45.0,,4.0,0.0,17.0,,0,0,0,0,0,2014.0,8.0,26.0,,,,None,0.0,None,0.0,1822.21,0.0,491.3,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,M33,2014-08-26,,CHC,Open,Male,Northern,Second Hand,57.0,,5.0,0.0,12.0,,0,0,0,0,0,2014.0,8.0,26.0,,,,None,0.0,None,0.0,2088.49,587.0,278.8,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,M34,2014-08-25,,CHC,Open,Female,Northern,Second Hand,53.0,,3.0,0.0,17.0,,0,0,0,0,0,2014.0,8.0,25.0,,,,None,0.0,None,0.0,1722.7,604.0,247.1,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,M35,2014-08-28,,CHC,Open,Female,Eastern,Second Hand,49.0,,1.0,0.0,21.0,,0,0,0,0,0,2014.0,8.0,28.0,,,,None,0.0,None,0.0,1874.23,0.0,177.95,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,M36,2014-08-27,,CHC,Open,Female,Western,Second Hand,69.0,,6.0,0.0,7.0,,0,0,0,0,0,2014.0,8.0,27.0,,,,None,0.0,None,0.0,2075.65,341.0,806.45,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,M37,2014-08-28,,CHC,Open,,Western,Second Hand,,,,,,,0,0,0,0,0,2014.0,8.0,28.0,,,,None,0.0,None,0.0,2012.52,0.0,259.6,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,M38,2014-08-28,,CHC,Open,Male,Western,Second Hand,44.0,,6.0,0.0,7.0,,0,0,0,0,0,2014.0,8.0,28.0,,,,None,0.0,None,0.0,2016.17,320.0,811.9,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,M39,2014-09-21,,CHC,Open,Male,Eastern,Second Hand,25.0,,4.0,0.0,1.0,,0,0,0,0,0,2014.0,9.0,21.0,,,,None,0.0,None,0.0,1762.67,0.0,58.65,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,M40,2014-09-21,,CHC,Open,Female,Northern,Second Hand,60.0,,2.0,0.0,17.0,,0,0,0,0,0,2014.0,9.0,21.0,,,,None,0.0,None,0.0,1836.57,0.0,24.2,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,M41,2014-09-21,,CHC,Open,Male,Northern,Second Hand,56.0,,5.0,10.0,17.0,,0,0,0,0,0,2014.0,9.0,21.0,,,,None,0.0,None,0.0,1880.77,528.0,401.8,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,M42,2014-09-21,,CHC,Open,Female,Eastern,Second Hand,78.0,,2.0,0.0,12.0,,0,0,0,0,0,2014.0,9.0,21.0,,,,None,0.0,None,0.0,989.38,0.0,96.4,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,M43,2014-09-21,,CHC,Open,Female,Eastern,Second Hand,51.0,,4.0,0.0,22.0,,0,0,0,0,0,2014.0,9.0,21.0,,,,None,0.0,None,0.0,805.35,0.0,0.0,403003.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,M44,2015-01-12,,CHC,Open,,Eastern,Second Hand,,,,,,,0,0,0,0,0,2015.0,1.0,12.0,,,,None,0.0,None,0.0,1719.2,0.0,17.95,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,M45,2015-01-12,,CHC,Open,Male,Western,Second Hand,42.0,,7.0,0.0,17.0,,0,0,0,0,0,2015.0,1.0,12.0,,,,None,0.0,None,0.0,1776.98,0.0,247.8,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,M46,2015-01-12,,CHC,Open,Female,Eastern,Second Hand,61.0,,3.0,5.0,1.0,,0,0,0,0,0,2015.0,1.0,12.0,,,,None,0.0,None,0.0,1803.23,0.0,253.55,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,M47,2015-03-13,,CHC,Open,,Northern,Second Hand,,,,,,,0,0,0,0,0,2015.0,3.0,13.0,,,,None,0.0,None,0.0,403.63,0.0,47.55,201503.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,M48,2015-03-13,,CHC,Open,,Northern,Second Hand,,,,,,,0,0,0,0,0,2015.0,3.0,13.0,,,,None,0.0,None,0.0,429.98,0.0,81.25,201503.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,M49,2015-03-13,,CHC,Open,Female,Eastern,Second Hand,59.0,,4.0,0.0,12.0,,0,0,0,0,0,2015.0,3.0,13.0,,,,None,0.0,None,0.0,489.28,0.0,286.65,201503.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,M50,2012-06-06,VALID,PWR,Open,Female,Western,BOUGHT,74.0,Three Full Years,7.0,13.0,21.0,2015-03-21,0,0,0,3,0,2012.0,6.0,6.0,2015.0,3.0,21.0, Card II TYPE,524.895,None,0.0,2018.67,525.0,390.7,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,M51,2012-10-11,VALID,PRM,Open,Male,Eastern,RENTED,53.0,Three Full Years,7.0,0.0,22.0,2015-03-27,0,0,0,3,0,2012.0,10.0,11.0,2015.0,3.0,27.0, Card I TYPE,748.23,None,0.0,2121.68,105.0,238.65,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,M52,2012-04-04,VALID,PWR,Open,Female,Eastern,RENTED,71.0,Three Full Years,5.0,0.0,17.0,2015-03-29,2015-05-30 00:00:00,1,0,3,0,2012.0,4.0,4.0,2015.0,3.0,29.0, Card II TYPE,720.09,None,0.0,2147.19,0.0,38.15,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,M53,2013-08-31,VALID,PWR,Open,Male,Eastern,BOUGHT,59.0,Three Full Years,8.0,5.0,17.0,2015-08-17,0,0,0,3,0,2013.0,8.0,31.0,2015.0,8.0,17.0, Card II TYPE,629.895,None,0.0,2093.69,0.0,202.4,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,M54,2011-12-07,VALID,PRP,Open,Male,Northern,RENTED,64.0,Three Full Years,4.0,0.0,22.0,2015-03-21,0,0,2,3,0,2011.0,12.0,7.0,2015.0,3.0,21.0,Paper based/Post,1062.075,None,0.0,700.61,160.0,507.55,604506.0,0,46,3,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54,M55,2012-10-02,VALID,KLA,Open,Male,Northern,RENTED,65.0,Three Full Years,5.0,0.0,12.0,2015-03-26,0,0,1,3,0,2012.0,10.0,2.0,2015.0,3.0,26.0, Card II TYPE,1068.375,None,0.0,2045.94,0.0,92.6,604506.0,0,67,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,M56,2012-01-13,VALID,POP,Open,Female,Eastern,RENTED,55.0,Three Full Years,6.0,6.0,17.0,2016-03-11,0,0,0,3,0,2012.0,1.0,13.0,2016.0,3.0,11.0, Card II TYPE,958.965,None,0.0,1960.32,288.0,493.2,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,M57,2012-12-14,VALID,PRP,Open,Male,Western,BOUGHT,77.0,Three Full Years,7.0,0.0,17.0,2015-03-25,0,0,0,3,0,2012.0,12.0,14.0,2015.0,3.0,25.0, Card II TYPE,629.895,None,0.0,1944.92,308.0,517.95,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,M58,2012-08-31,VALID,PWR,Open,Male,Eastern,BOUGHT,41.0,Three Full Years,6.0,0.0,17.0,2015-03-15,0,0,0,3,0,2012.0,8.0,31.0,2015.0,3.0,15.0, Card II TYPE,629.895,None,0.0,1614.13,0.0,234.3,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,M59,2011-11-30,VALID,POP,Open,Male,Eastern,RENTED,64.0,Three Full Years,5.0,0.0,22.0,2015-04-04,0,0,0,3,0,2011.0,11.0,30.0,2015.0,4.0,4.0, Card II TYPE,960.54,None,0.0,1989.21,0.0,311.05,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,M60,2014-04-02,VALID,PRM,Open,Male,Eastern,BOUGHT,49.0,Full Year Plus 3 Months,8.0,6.0,22.0,2015-06-27,0,0,0,3,0,2014.0,4.0,2.0,2015.0,6.0,27.0, Card II TYPE,524.895,None,0.0,2089.82,0.0,152.85,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,M61,2013-05-30,VALID,CNN,Open,Male,Eastern,RENTED,63.0,Three Full Years,4.0,0.0,12.0,2015-05-03,0,0,0,3,0,2013.0,5.0,30.0,2015.0,5.0,3.0,Paper based/Post,643.23,None,0.0,1693.42,0.0,0.15,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,M62,2011-10-31,VALID,PWM,Open,Male,Eastern,RENTED,54.0,Three Full Years,6.0,0.0,17.0,2015-03-17,0,0,0,3,0,2011.0,10.0,31.0,2015.0,3.0,17.0, Card II TYPE,1169.385,None,0.0,2182.43,0.0,124.95,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,M63,2012-06-01,VALID,PPL,Open,Female,Eastern,RENTED,50.0,Three Full Years,7.0,5.0,17.0,2015-03-18,0,0,0,3,0,2012.0,6.0,1.0,2015.0,3.0,18.0, Card I TYPE,749.175,None,0.0,1968.34,196.0,246.5,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,M64,2012-01-24,VALID,PRP,Open,Female,Western,RENTED,70.0,Three Full Years,4.0,0.0,12.0,2015-03-18,0,0,1,3,0,2012.0,1.0,24.0,2015.0,3.0,18.0, Card II TYPE,961.695,None,0.0,2075.52,0.0,14.0,604506.0,0,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,M65,2012-09-26,VALID,KLA,Open,Male,Eastern,BOUGHT,56.0,Three Full Years,7.0,0.0,21.0,2015-03-31,0,0,0,2,0,2012.0,9.0,26.0,2015.0,3.0,31.0, Card II TYPE,944.895,None,0.0,2090.95,0.0,523.8,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,M66,2013-10-01,VALID,POP,Open,Female,Eastern,BOUGHT,54.0,Three Full Years,6.0,5.0,22.0,2015-09-17,0,0,0,3,0,2013.0,10.0,1.0,2015.0,9.0,17.0, Card II TYPE,839.895,None,0.0,2143.2,0.0,152.85,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,M67,2012-02-06,VALID,KLA,Open,Female,Western,BOUGHT,80.0,Three Full Years,6.0,0.0,21.0,2015-03-18,0,0,0,3,0,2012.0,2.0,6.0,2015.0,3.0,18.0, Card II TYPE,944.895,None,0.0,1990.93,0.0,345.9,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,M68,2015-02-07,VALID,PRP,Open,Male,Eastern,RENTED,34.0,Full Year Plus 3 Months,2.0,14.0,17.0,2016-05-06,0,0,3,3,0,2015.0,2.0,7.0,2016.0,5.0,6.0,Paper based/Post,787.395,None,0.0,377.42,0.0,208.25,403005.0,0,55,2,3,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
68,M69,2014-06-20,VALID,PPL,Closed,Female,Western,RENTED,55.0,,6.0,5.0,17.0,,0,0,14,1,0,2014.0,6.0,20.0,,,, Card II TYPE,87.99,None,0.0,1429.28,0.0,156.45,604506.0,0,60,3,9,5,7,1,4,4,2,4,0,0,0,0,0,2,0,3,0,0,2,0
69,M70,2013-10-15,VALID,PWM,Open,Male,Northern,RENTED,55.0,Three Full Years,5.0,0.0,17.0,2016-03-18,0,0,0,3,0,2013.0,10.0,15.0,2016.0,3.0,18.0, Card II TYPE,1577.94,None,0.0,2050.91,0.0,228.55,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,M71,2011-11-02,VALID,PWR,Open,Male,Northern,RENTED,56.0,Three Full Years,6.0,0.0,22.0,2015-03-25,0,0,0,3,0,2011.0,11.0,2.0,2015.0,3.0,25.0,Paper based/Post,636.09,None,0.0,1544.59,0.0,0.9,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,M72,2012-01-07,VALID,MXX,Open,Female,Eastern,BOUGHT,49.0,Three Full Years,6.0,0.0,21.0,2015-04-01,0,0,0,2,0,2012.0,1.0,7.0,2015.0,4.0,1.0, Card II TYPE,1364.895,None,0.0,2138.38,892.0,642.55,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,M73,2012-01-19,VALID,PWM,Open,Male,Eastern,Second Hand,50.0,Three Full Years,4.0,0.0,17.0,2015-04-04,0,0,0,3,0,2012.0,1.0,19.0,2015.0,4.0,4.0, Card II TYPE,1217.895,None,0.0,2184.94,19.0,1010.65,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,M74,2012-02-08,VALID,PWP,Open,Male,Eastern,BOUGHT,59.0,Three Full Years,5.0,0.0,12.0,2015-03-25,2015-05-23 00:00:00,1,0,0,0,2012.0,2.0,8.0,2015.0,3.0,25.0,None,0.0,None,0.0,1755.76,35.0,560.3,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,M75,2011-11-03,VALID,MXX,Open,Male,Eastern,RENTED,61.0,Three Full Years,8.0,8.0,17.0,2015-03-23,0,0,1,0,0,2011.0,11.0,3.0,2015.0,3.0,23.0,None,0.0,None,0.0,2181.09,0.0,328.45,604506.0,1,58,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,M76,2011-11-08,VALID,PWM,Open,Male,Northern,RENTED,41.0,Three Full Years,4.0,0.0,21.0,2015-04-03,0,0,0,0,0,2011.0,11.0,8.0,2015.0,4.0,3.0,None,0.0,None,0.0,1893.32,0.0,195.45,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
