Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport.ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems.EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention,CommenceDays,Warrentydays
VALID,PWR,Open,Male,Eastern,RENTED,72,Three Full Years,4,0,22,0,2,3,0,2012,4,19,2015,3,12, Card II TYPE,645.225,0,2148.21,6,222.5,0,50,3,1,1,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1076,18
VALID,PWR,Open,Male,Northern,RENTED,59,Three Full Years,3,8,22,0,0,3,0,2011,10,20,2015,3,13, Card II TYPE,668.64,0,1785.93,0,109.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,17
VALID,PWR,Open,Male,Western,RENTED,45,Three Full Years,3,0,4,0,0,3,0,2013,1,17,2015,3,17, Card II TYPE,751.695,0,2059.84,0,91.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,13
VALID,PWR,Open,Male,Southern,BOUGHT,52,Three Full Years,7,0,21,0,0,3,0,2012,12,1,2015,3,15, Card II TYPE,629.895,0,2084.48,0,26.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,15
VALID,PRR,Open,Male,Western,BOUGHT,61,Three Full Years,6,0,22,0,1,2,0,2012,7,3,2015,3,24, Card II TYPE,346.92,0,2179.39,423,633.55,0,83,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,6
VALID,PWR,Open,Female,Eastern,RENTED,68,Three Full Years,4,14,21,0,0,3,0,2011,10,26,2015,3,25, Card I TYPE,682.29,0,1874.68,0,166.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,5
VALID,PWM,Open,Male,Eastern,BOUGHT,48,Three Full Years,9,6,21,0,0,3,0,2012,6,9,2015,3,17, Card II TYPE,1049.895,0,2062.87,0,671.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,13
VALID,MXX,Open,Male,Western,RENTED,60,Three Full Years,7,5,22,0,1,3,0,2011,10,11,2015,3,19, Card I TYPE,2347.695,0,2158.45,0,962.5,0,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,11
VALID,CNN,Open,Male,Northern,BOUGHT,61.45,Full Year Plus 3 Months,3,8,12,0,0,3,0,2013,8,2,2015,3,8, Card II TYPE,546.525,0,1586.39,0,7.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,22
VALID,PWP,Open,Female,Western,RENTED,41,Three Full Years,8,0,21,0,1,3,0,2012,2,11,2015,3,7, Card II TYPE,742.665,0,2044.32,0,90.8,0,19,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1144,23
VALID,CHC,Open,Female,Northern,Unknown,54,Three Full Years,7,8,17,0,0,0,0,2012,5,27,2016,4,5,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,-370
VALID,CHC,Open,Male,Northern,Unknown,46,Three Full Years,5,0,22,0,0,0,0,2014,9,27,2016,5,4,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,-399
VALID,CHC,Open,Male,Northern,Second Hand,49.32,Three Full Years,5,0,22,0,0,0,0,2014,8,26,2016,8,31,None,0,0,1817.7,0,248.15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,-516
VALID,CHC,Open,Female,Eastern,Second Hand,59.45,Three Full Years,3,0,12,0,0,0,0,2014,8,28,2016,8,31,None,0,0,1602.2,0,223.65,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,-516
VALID,CHC,Open,Female,Northern,Second Hand,45,Three Full Years,4,0,17,0,0,0,0,2014,8,26,2016,2,7,None,0,0,1822.21,0,491.3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,-312
VALID,CHC,Open,Male,Northern,Second Hand,57,Three Full Years,5,0,12,0,0,0,0,2014,8,26,2016,8,31,None,0,0,2088.49,587,278.8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,-516
VALID,CHC,Open,Female,Northern,Second Hand,53,Three Full Years,3,0,17,0,0,0,0,2014,8,25,2016,8,26,None,0,0,1722.7,604,247.1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,-511
VALID,CHC,Open,Female,Eastern,Second Hand,49,Three Full Years,1,0,21,0,0,0,0,2014,8,28,2016,7,28,None,0,0,1874.23,0,177.95,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,-483
VALID,CHC,Open,Female,Western,Second Hand,69,Three Full Years,6,0,7,0,0,0,0,2014,8,27,2016,12,11,None,0,0,2075.65,341,806.45,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,-616
VALID,CHC,Open,Female,Western,Second Hand,50.45,Three Full Years,1,0,7,0,0,0,0,2014,8,28,2016,8,31,None,0,0,2012.52,0,259.6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,-516
VALID,CHC,Open,Male,Western,Second Hand,44,Three Full Years,6,0,7,0,0,0,0,2014,8,28,2016,10,28,None,0,0,2016.17,320,811.9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,-573
VALID,CHC,Open,Male,Eastern,Second Hand,25,Three Full Years,4,0,1,0,0,0,0,2014,9,21,2016,8,16,None,0,0,1762.67,0,58.65,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,-501
VALID,CHC,Open,Female,Northern,Second Hand,60,Three Full Years,2,0,17,0,0,0,0,2014,9,21,2016,4,3,None,0,0,1836.57,0,24.2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,-368
VALID,CHC,Open,Male,Northern,Second Hand,56,Three Full Years,5,10,17,0,0,0,0,2014,9,21,2016,10,27,None,0,0,1880.77,528,401.8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,-572
VALID,CHC,Open,Female,Eastern,Second Hand,78,Three Full Years,2,0,12,0,0,0,0,2014,9,21,2016,4,3,None,0,0,989.38,0,96.4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,-368
INVALID,CHC,Open,Female,Eastern,Second Hand,51,Three Full Years,4,0,22,0,0,0,0,2014,9,21,2016,4,3,None,0,0,805.35,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,-368
VALID,CHC,Open,Male,Eastern,Second Hand,53.66349206,Three Full Years,7,10,22,0,0,0,0,2015,1,12,2016,7,9,None,0,0,1719.2,0,17.95,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,-464
VALID,CHC,Open,Male,Western,Second Hand,42,Three Full Years,7,0,17,0,0,0,0,2015,1,12,2017,1,4,None,0,0,1776.98,0,247.8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,-644
VALID,CHC,Open,Female,Eastern,Second Hand,61,Three Full Years,3,5,1,0,0,0,0,2015,1,12,2016,1,12,None,0,0,1803.23,0,253.55,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,-287
VALID,CHC,Open,Female,Northern,Second Hand,51.4,Three Full Years,9,6,12,0,0,0,0,2015,3,13,2017,3,25,None,0,0,403.63,0,47.55,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-725
VALID,CHC,Open,Male,Northern,Second Hand,49.4,Three Full Years,9,6,12,0,0,0,0,2015,3,13,2017,3,20,None,0,0,429.98,0,81.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-720
VALID,CHC,Open,Female,Eastern,Second Hand,59,Three Full Years,4,0,12,0,0,0,0,2015,3,13,2017,3,25,None,0,0,489.28,0,286.65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-725
VALID,PWR,Open,Female,Western,BOUGHT,74,Three Full Years,7,13,21,0,0,3,0,2012,6,6,2015,3,21, Card II TYPE,524.895,0,2018.67,525,390.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,9
VALID,PRM,Open,Male,Eastern,RENTED,53,Three Full Years,7,0,22,0,0,3,0,2012,10,11,2015,3,27, Card I TYPE,748.23,0,2121.68,105,238.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,3
VALID,PWR,Open,Female,Eastern,RENTED,71,Three Full Years,5,0,17,1,0,3,0,2012,4,4,2015,3,29, Card II TYPE,720.09,0,2147.19,0,38.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,1
VALID,PWR,Open,Male,Eastern,BOUGHT,59,Three Full Years,8,5,17,0,0,3,0,2013,8,31,2015,8,17, Card II TYPE,629.895,0,2093.69,0,202.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,-137
VALID,PRP,Open,Male,Northern,RENTED,64,Three Full Years,4,0,22,0,2,3,0,2011,12,7,2015,3,21,Paper based/Post,1062.075,0,700.61,160,507.55,0,46,3,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1213,9
VALID,KLA,Open,Male,Northern,RENTED,65,Three Full Years,5,0,12,0,1,3,0,2012,10,2,2015,3,26, Card II TYPE,1068.375,0,2045.94,0,92.6,0,67,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,913,4
VALID,POP,Open,Female,Eastern,RENTED,55,Three Full Years,6,6,17,0,0,3,0,2012,1,13,2016,3,11, Card II TYPE,958.965,0,1960.32,288,493.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,-346
VALID,PRP,Open,Male,Western,BOUGHT,77,Three Full Years,7,0,17,0,0,3,0,2012,12,14,2015,3,25, Card II TYPE,629.895,0,1944.92,308,517.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,5
VALID,PWR,Open,Male,Eastern,BOUGHT,41,Three Full Years,6,0,17,0,0,3,0,2012,8,31,2015,3,15, Card II TYPE,629.895,0,1614.13,0,234.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,15
VALID,POP,Open,Male,Eastern,RENTED,64,Three Full Years,5,0,22,0,0,3,0,2011,11,30,2015,4,4, Card II TYPE,960.54,0,1989.21,0,311.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,-4
VALID,PRM,Open,Male,Eastern,BOUGHT,49,Full Year Plus 3 Months,8,6,22,0,0,3,0,2014,4,2,2015,6,27, Card II TYPE,524.895,0,2089.82,0,152.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,-87
VALID,CNN,Open,Male,Eastern,RENTED,63,Three Full Years,4,0,12,0,0,3,0,2013,5,30,2015,5,3,Paper based/Post,643.23,0,1693.42,0,0.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,-33
VALID,PWM,Open,Male,Eastern,RENTED,54,Three Full Years,6,0,17,0,0,3,0,2011,10,31,2015,3,17, Card II TYPE,1169.385,0,2182.43,0,124.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,13
VALID,PPL,Open,Female,Eastern,RENTED,50,Three Full Years,7,5,17,0,0,3,0,2012,6,1,2015,3,18, Card I TYPE,749.175,0,1968.34,196,246.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,12
VALID,PRP,Open,Female,Western,RENTED,70,Three Full Years,4,0,12,0,1,3,0,2012,1,24,2015,3,18, Card II TYPE,961.695,0,2075.52,0,14,0,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,12
VALID,KLA,Open,Male,Eastern,BOUGHT,56,Three Full Years,7,0,21,0,0,2,0,2012,9,26,2015,3,31, Card II TYPE,944.895,0,2090.95,0,523.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,-1
VALID,POP,Open,Female,Eastern,BOUGHT,54,Three Full Years,6,5,22,0,0,3,0,2013,10,1,2015,9,17, Card II TYPE,839.895,0,2143.2,0,152.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,-167
VALID,KLA,Open,Female,Western,BOUGHT,80,Three Full Years,6,0,21,0,0,3,0,2012,2,6,2015,3,18, Card II TYPE,944.895,0,1990.93,0,345.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,12
VALID,PRP,Open,Male,Eastern,RENTED,34,Full Year Plus 3 Months,2,14,17,0,3,3,0,2015,2,7,2016,5,6,Paper based/Post,787.395,0,377.42,0,208.25,0,55,2,3,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,53,-401
VALID,PPL,Closed,Female,Western,RENTED,55,Three Full Years,6,5,17,0,14,1,0,2014,6,20,2016,10,20, Card II TYPE,87.99,0,1429.28,0,156.45,0,60,3,9,5,7,1,4,4,2,4,0,0,0,0,0,2,0,3,0,0,2,0,285,-565
VALID,PWM,Open,Male,Northern,RENTED,55,Three Full Years,5,0,17,0,0,3,0,2013,10,15,2016,3,18, Card II TYPE,1577.94,0,2050.91,0,228.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,-353
VALID,PWR,Open,Male,Northern,RENTED,56,Three Full Years,6,0,22,0,0,3,0,2011,11,2,2015,3,25,Paper based/Post,636.09,0,1544.59,0,0.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,5
VALID,MXX,Open,Female,Eastern,BOUGHT,49,Three Full Years,6,0,21,0,0,2,0,2012,1,7,2015,4,1, Card II TYPE,1364.895,0,2138.38,892,642.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,-1
VALID,PWM,Open,Male,Eastern,Second Hand,50,Three Full Years,4,0,17,0,0,3,0,2012,1,19,2015,4,4, Card II TYPE,1217.895,0,2184.94,19,1010.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,-4
VALID,PWP,Open,Male,Eastern,BOUGHT,59,Three Full Years,5,0,12,1,0,0,0,2012,2,8,2015,3,25,None,0,0,1755.76,35,560.3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,5
VALID,MXX,Open,Male,Eastern,RENTED,61,Three Full Years,8,8,17,0,1,0,0,2011,11,3,2015,3,23,None,0,0,2181.09,0,328.45,1,58,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1247,7
VALID,PWM,Open,Male,Northern,RENTED,41,Three Full Years,4,0,21,0,0,0,0,2011,11,8,2015,4,3,None,0,0,1893.32,0,195.45,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,-3
INVALID,PWR,Open,Female,Western,Second Hand,59,Three Full Years,6,0,22,1,0,0,0,2013,3,2,2015,4,3,None,0,0,1650.08,0,100.1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,-3
VALID,PWM,Open,Female,Eastern,RENTED,47,Three Full Years,9,20,22,0,1,0,0,2013,7,4,2015,7,4,None,0,0,1992.01,0,446.15,1,79,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,636,-94
VALID,POP,Open,Male,Southern,RENTED,47,Three Full Years,9,0,7,0,0,0,0,2011,11,18,2015,3,15,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,15
VALID,PWM,Open,Female,Eastern,BOUGHT,51,Three Full Years,4,10,12,1,0,0,0,2012,1,19,2015,3,29,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1
VALID,PWR,Open,Female,Eastern,BOUGHT,45,Three Full Years,3,0,21,0,1,3,0,2012,11,5,2015,3,18, Card II TYPE,710.745,0,1999.93,249,386,0,35,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,880,12
VALID,CHC,Open,Male,Northern,RENTED,58,Three Full Years,5,0,22,0,0,0,0,2014,2,20,2016,3,11,None,0,0,1793.45,0,109.5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,-346
VALID,PRM,Open,Female,Eastern,BOUGHT,63,Three Full Years,8,6,22,0,0,0,0,2013,12,18,2016,3,18,None,0,0,2159.63,0,179.7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,-353
VALID,PRR,Open,Female,Northern,RENTED,24,Three Full Years,3,0,12,0,0,0,0,2013,12,24,2016,3,11,None,0,0,2121.53,0,160.4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,-346
VALID,POP,Open,Male,Eastern,RENTED,62,Three Full Years,6,18,22,0,9,0,0,2012,2,4,2015,3,17,None,0,0,2134.62,0,357.5,1,45,3,3,6,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1151,13
VALID,MXX,Open,Male,Eastern,Second Hand,56,Three Full Years,8,0,22,0,0,0,0,2013,6,11,2015,5,12,None,0,0,2115.04,0,174.65,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,-42
VALID,MXX,Open,Female,Northern,RENTED,47.8,Three Full Years,6,0,12,0,0,3,0,2012,3,29,2015,3,29, Card II TYPE,1631.175,0,2182.44,0,104.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1
VALID,PWM,Open,Male,Eastern,RENTED,62,Three Full Years,3,9,12,0,4,0,0,2011,12,2,2015,3,6,None,0,0,2178.52,0,259.55,1,70,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1218,24
VALID,PWR,Open,Male,Northern,RENTED,77,Three Full Years,6,0,17,0,0,0,0,2013,4,19,2015,3,26,None,0,0,1669.52,0,48.45,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,4
INVALID,PWP,Open,Male,Northern,BOUGHT,61,Three Full Years,3,0,7,0,1,3,0,2012,5,11,2015,3,14,Paper based/Post,682.395,0,1651.4,0,82,0,57,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1054,16
VALID,KLA,Open,Male,Northern,RENTED,50.97777778,Three Full Years,6,6,22,0,0,0,0,2014,4,8,2016,3,17,None,0,0,1826.01,0,26.55,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,-352
VALID,PRM,Open,Male,Eastern,BOUGHT,52,Three Full Years,5,0,12,0,0,0,0,2014,10,25,2016,10,13,None,0,0,1995.03,1294,497.5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,-558
VALID,PWM,Open,Female,Eastern,BOUGHT,55,Three Full Years,4,0,17,1,1,0,0,2012,2,22,2015,3,7,None,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1133,23
VALID,PRM,Open,Male,Northern,RENTED,62,Three Full Years,5,0,22,0,0,0,0,2014,1,24,2016,3,24,None,0,0,1848.55,0,131.95,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,-359
VALID,POP,Open,Female,Western,BOUGHT,43,Three Full Years,9,0,17,0,0,0,0,2012,9,23,2015,3,19,None,0,0,1402.74,0,207.95,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,11
VALID,PWM,Open,Female,Eastern,RENTED,40,Three Full Years,4,6,22,0,0,0,0,2011,12,30,2015,3,29,None,0,0,2077.53,0,316.35,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,1
VALID,PRP,Open,Male,Eastern,BOUGHT,48,Three Full Years,5,5,22,0,0,0,0,2014,1,7,2016,3,15,None,0,0,2165.12,1,311,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,-350
VALID,PWR,Open,Male,Western,RENTED,52,Three Full Years,5,0,22,0,0,0,0,2012,8,19,2015,3,11,None,0,0,2165.43,70,324.9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,19
VALID,PWM,Open,Male,Eastern,BOUGHT,64,Three Full Years,1,14,22,0,0,0,0,2012,1,11,2015,3,10,None,0,0,1859.43,0,584.45,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,20
