"ID","Approved"
"APPO10048856018","0"
"APPP50313364116","0"
"APPQ60685702209","0"
"APPR80769057303","0"
"APPS60484582421","0"
"APPT20265944515","0"
"APPU60698452634","0"
"APPV90553844741","0"
"APPX10454026929","0"
"APPY60221154038","0"
"APPZ50692271143","0"
"APPA20487807241","0"
"APPB90138388316","0"
"APPC20367071415","0"
"APPD70372848523","0"
"APPF90375456744","0"
"APPG90926318847","0"
"APPH90191933949","0"
"APPI40737416014","0"
"APPJ70299065141","0"
"APPK10841912208","0"
"APPL90147466323","0"
"APPM70247604438","0"
"APPN20640417538","0"
"APPO30530834604","0"
"APPP30423983718","0"
"APPQ80798251818","0"
"APPR10050199928","0"
"APPS70052521004","0"
"APPT90159132109","0"
"APPV30747689323","0"
"APPW80366833422","0"
"APPX30462776511","0"
"APPY20350177606","0"
"APPZ50294623747","0"
"APPC10986152021","0"
"APPD70632785141","0"
"APPE20816728241","0"
"APPF60995928321","0"
"APPG50879221403","0"
"APPH90417584529","0"
"APPI40907214607","0"
"APPJ70157178721","0"
"APPK40869096846","0"
"APPL10081417904","0"
"APPN40646297128","0"
"APPO70952793216","0"
"APPP60824612325","0"
"APPQ30121411448","0"
"APPR40989308546","0"
"APPS60722964622","0"
"APPT20561353727","0"
"APPU60321385829","0"
"APPV60109444902","0"
"APPW20920728019","0"
"APPX60124189142","0"
"APPY90458773213","0"
"APPZ20029354319","0"
"APPA90083961436","0"
"APPB10565448515","0"
"APPC50637162604","0"
"APPD60752705736","0"
"APPE70236124833","0"
"APPF50119817927","0"
"APPG20678003028","0"
"APPH70745494135","0"
"APPI30585942205","0"
"APPM10928848635","0"
"APPO60506316827","0"
"APPP60556013938","0"
"APPQ60929743047","0"
"APPR40538565133","0"
"APPT60829242333","0"
"APPV60867466529","0"
"APPW60231929623","0"
"APPY20169499802","0"
"APPZ50739542935","0"
"APPA10681882037","0"
"APPB70549594106","0"
"APPC30982809211","0"
"APPD90642252321","0"
"APPF70156602511","0"
"APPG70335609647","0"
"APPH90870618723","0"
"APPI80106741831","0"
"APPJ20012529941","0"
"APPL20167225111","0"
"APPM10759302219","0"
"APPN70255623326","0"
"APPO70269577438","0"
"APPP60634366545","0"
"APPQ50928393614","0"
"APPS20978654816","0"
"APPU80436993019","0"
"APPV50525543136","0"
"APPW50398116244","0"
"APPX90495375319","0"
"APPY60585141416","0"
"APPZ50694328547","0"
"APPA90489846643","0"
"APPB30699241717","0"
"APPC90637488816","0"
"APPE60048886049","0"
"APPF80192962146","0"
"APPG30065449218","0"
"APPH20361708347","0"
"APPI70754428424","0"
"APPK40737685636","0"
"APPL80249532709","0"
"APPN40932943902","0"
"APPO10003576013","0"
"APPP40474885137","0"
"APPQ50832706228","0"
"APPS10546691425","0"
"APPT90354757547","0"
"APPV60539348703","0"
"APPX20682523924","0"
"APPY80212868048","0"
"APPZ20244268138","0"
"APPA60288191215","0"
"APPB30500205306","0"
"APPC20403304405","0"
"APPD70239142549","0"
"APPE70488268602","0"
"APPF50378653703","0"
"APPG60630965843","0"
"APPH80623257947","0"
"APPI80722124022","0"
"APPJ80355264132","0"
"APPL20933487326","0"
"APPM70429835437","0"
"APPN60323728548","0"
"APPO50805109608","0"
"APPP10313563738","0"
"APPQ40842695844","0"
"APPR50599733908","0"
"APPS30946031023","0"
"APPY50372219626","0"
"APPZ10320089749","0"
"APPA90807458849","0"
"APPB70891739949","0"
"APPC90760358018","0"
"APPD90243791132","0"
"APPE40932823206","0"
"APPF50504207306","0"
"APPG30109796435","0"
"APPH30675933531","0"
"APPL70152373911","0"
"APPM10382775004","0"
"APPN60964684104","0"
"APPO60202292234","0"
"APPP50250817303","0"
"APPQ70523261433","0"
"APPS80959976642","0"
"APPU80713413818","0"
"APPW40319096039","0"
"APPZ10502356327","0"
"APPB90654973531","0"
"APPC20629386648","0"
"APPE90533311834","0"
"APPF50669916947","0"
"APPG70322272015","0"
"APPH90838741118","0"
"APPI20067877211","0"
"APPJ10851447308","0"
"APPK90633468413","0"
"APPL80101931549","0"
"APPM90342125645","0"
"APPN20424832712","0"
"APPO50960889827","0"
"APPP10240177948","0"
"APPQ30579843012","0"
"APPS70411532246","0"
"APPT10957011306","0"
"APPW40262126641","0"
"APPX20120739716","0"
"APPY50051752802","0"
"APPZ20372657937","0"
"APPB80521245119","0"
"APPC10741377204","0"
"APPD60798335335","0"
"APPE60685956406","0"
"APPF40533581504","0"
"APPH40139475731","0"
"APPJ10223129945","0"
"APPL50284303141","0"
"APPM20093438246","0"
"APPN10332852327","0"
"APPO40334819408","0"
"APPP20558884535","0"
"APPQ40485957607","0"
"APPR80465143721","0"
"APPS80919762845","0"
"APPT10950601941","0"
"APPU90309821012","0"
"APPW50658621231","0"
"APPX20670092345","0"
"APPZ50473883517","0"
"APPA80541252615","0"
"APPB30459814728","0"
"APPC80741275842","0"
"APPD30437014907","0"
"APPF20860122101","0"
"APPH60834723311","0"
"APPJ50754958542","0"
"APPK10227833623","0"
"APPL30719293733","0"
"APPM20085969803","0"
"APPN80769386901","0"
"APPP90420519147","0"
"APPQ20596664216","0"
"APPR60939583343","0"
"APPS40709126414","0"
"APPU40347507609","0"
"APPV70257863724","0"
"APPW60132515813","0"
"APPX70691112932","0"
"APPY80264898005","0"
"APPZ90643363143","0"
"APPA70941909236","0"
"APPB60036583321","0"
"APPC20207981408","0"
"APPD10434883533","0"
"APPE80681917608","0"
"APPF90423312714","0"
"APPH70861745902","0"
"APPI60319277044","0"
"APPJ30544699136","0"
"APPK30137718235","0"
"APPL50761405346","0"
"APPN90653645538","0"
"APPP10529063715","0"
"APPQ30714543832","0"
"APPS50267629002","0"
"APPU40440203245","0"
"APPW70238907412","0"
"APPX20714187506","0"
"APPY80858389611","0"
"APPZ50910225729","0"
